,Questions,Correct,A,B,C,D
2157,"Who was the commander of the first ships to sail directly from Europe to India during the Age of Discovery?
",Vasco da Gama,Fernando Magellan,Martin Luter,Vasco da Gama,Giovanni da Verrazano
2158,"Madeira, discovered by Portuguese sailors between 1418 and 1420, is an archipelago located in this ocean.
",Atlantic Ocean,Atlantic Ocean,North Ocean,Indian ocean,Pacific Ocean
2159,"Who is traditionally regarded as the discoverer of the New World?
",Christopher Columbus,Amerigo Vespucci,Christopher Columbus,Marco Polo,Fernando Magellan
2160,"The first Northern European mission exploring North America was led by Italian explorer Giovanni Caboto (John Cabot).
",True,False,True,,
2161,"The term Old World was used to refer to Europe, Asia and Africa.
",True,False,True,,
2162,"She was Queen consort of England from 1486 until 1503 and mother of King Henry VIII of England.
",Elizabeth of York,"Mary, Queen of France",Elizabeth I,Elizabeth of York,Katherine Tudor
2163,"What English noblewoman was known as The Nine Days Queen?
",Lady Jane Grey,Lady Jane Grey,Katharine of Aragon,Jane Seymor,Anne Boleyn
2164,"Mary I, usually remembered as Bloody Mary, was Queen of England and Ireland and Queen consort of this country.
",Spain,Spain,Austria,The Netherlands,France
2165,"Known as the Virgin Queen, she was the last monarch of the Tudor dynasty.
",Elizabeth I,Elizabeth I,Victoria,Mary I,Mary II
2166,"Queen Anne, who ascended the thrones of England, Scotland and Ireland in 1702, belonged to this dynasty.
",Stuarts,Stuarts,Windsor,Saxe-Coburg-Gotha,Tudors
2167,"Name the queen whose reign of 63 years and 7 months was marked by a great expansion of the British Empire.
",Victoria,Mary I,Elizabeth I,Elizabeth II,Victoria
2168,"What British monarch fell in love with her future husband, Prince Philip of Greece and Denmark, at the age of 13?
",Elizabeth II,Mary I,Elizabeth II,Elizabeth I,Victoria
2169,"Name Henry Is daughter who was the first female ruler of the Kingdom of England.
",Matilda,Matilda,Anne,Katherine of Aragon,Elizabeth I
2170,"What do Mary I and Elizabeth I have in common?
",All of these,They were both daughters of Henry VIII.,They were both born princesses but were later declared illegitimate.,They both produced no heirs to the throne.,All of these
2171,"Which of these queens is not correctly matched with the dynasty to which she belonged?
",Victoria - Windsor,Anne - Stuarts,Victoria - Windsor,Mary I -Tudors,Elizabeth I - Tudors
2172,"Which term is derived from the name of a 19th century land agent in Ireland?
",Boycott,Boycott,Banting,Bowler,Bowdlerise
2173,"What is Greshams Law?
",Bad money drives good money out of circulation.,Adding manpower to a late software project makes it later.,"It always takes longer than you expect, even when you take this law into account.",Bad money drives good money out of circulation.,"Everything is related to everything else, but near things are more related than distant things."
2174,"Which of these scientists does not have an internationally accepted SI (systÃ¨me internationale) physical unit named after him?
",James Clerk Maxwell,Michael Faraday,Joseph Henry,James Clerk Maxwell,Nikola Tesla
2175,"The work of Thomas Bowdler gave rise to the verb to bowdlerize. What is bowdlerization?
","Editing a book, film or play to make it suitable for children or people who are easily offended","Editing a book, film or play to make it suitable for children or people who are easily offended","Making an instrument sterile, by boiling or heating, so that it can be used in a medical procedure",The neutering of stray cats and dogs to keep their numbers down,Treating yarn or thread so that when it is dyed the colour will be fixed and not wash out or fade
2176,"If a mathematician has an ErdÅ‘s number of 2, what does it mean?
",The mathematician has written a paper with someone who has written an academic paper with Paul ErdÅ‘s.,The mathematician was a student of a student of Paul ErdÅ‘s.,The mathematician was a student of Paul ErdÅ‘s.,The mathematician has written a paper with someone who has written an academic paper with Paul ErdÅ‘s.,The mathematician has written an academic paper with Paul ErdÅ‘s.
2177,"Banting is what William Banting became well-known for doing. What is it?
",Dieting to lose weight,Dieting to lose weight,Plagiarising by translating and adapting foreign language publications,Counterfeiting small coins,"Suing people for pleasure or spite, with little regard for the costs"
2178,"Emedeo Avogadro has both a physical law and a physical constant (a number) named after him.
",True,False,True,,
2179,"Which is the odd one out of the following?
",(General Ambrose) Burnside,(Giuseppe) Garibaldi,(Abraham) Lincoln,(General Ambrose) Burnside,(Anthony) Van Dyke
2180,"What are the islets of Langerhans, named for Paul Langerhans?
",Regions of the pancreas containing cells that produce hormones,Parts of the human retina where (intensity-sensitive) rod cells cluster among the (colour-sensitive) cone cells,A region of partly submerged reefs off the southern coast of Java,A cluster of relatively stable dark spots on Jupiter,Regions of the pancreas containing cells that produce hormones
2181,"The word nasty originally referred to Thomas Nast who was a 19th century caricaturist with a particularly merciless, biting wit.
",False,True,False,,
2182,"I think this is the most extraordinary collection of talent, of human knowledge, that has ever been gathered together at the White House, with the possible exception of when Thomas Jefferson dined alone. Which president said it?
",John F. Kennedy,Jimmy Carter,John F. Kennedy,Barack Obama,Harry Truman
2183,"What president said, There is absolutely no circumstance whatever under which I would accept that spot. Even if they tied and gagged me, I would find a way to signal by wiggling my ears.?
",Ronald Reagan,Ronald Reagan,George W. Bush,Barack Obama,George H.W. Bush
2184,"Who does this quote belong to: It was absolutely involuntary. They sank my boat.?
",John F. Kennedy,Lyndon Johnson,John F. Kennedy,Richard Nixon,Jimmy Carter
2185,"Which president made this declaration: A conservative is a man with two perfectly good legs who, however, has never learned how to walk forward.
",Franklin D. Roosevelt,Franklin D. Roosevelt,Bill Clinton,Jimmy Carter,Harry Truman
2186,"Who said, If I were a single man, I might ask that mummy out. Thats a good-looking mummy.?
",Bill Clinton,Jimmy Carter,Bill Clinton,Franklin D. Roosevelt,Ronald Reagan
2187,"Who made the statement, There is no Soviet domination of Eastern Europe.?
",Gerald Ford,Richard Nixon,Dwight Eisenhower,Gerald Ford,Jimmy Carter
2188,"Which president made this remark: I heard theres rumors on the Internets that were going to have a draft.?
",George W. Bush,Barack Obama,Bill Clinton,Jimmy Carter,George W. Bush
2189,"He was elected president after this remark: Ive now been in 57 states -- I think one left to go.
",Barack Obama,George W. Bush,Gerald Ford,Barack Obama,Bill Clinton
2190,"When I take action, Im not going to fire a $2 million missile at a $10 empty tent and hit a camel in the butt. Its going to be decisive. Who said it?
",George W. Bush,Barack Obama,George H.W. Bush,Bill Clinton,George W. Bush
2191,"Not wanting to boast, this president said: If I had to name my greatest strength, I guess it would be my humility. Greatest weakness, its possible that Im a little too awesome.
",Barack Obama,Barack Obama,Ronald Reagan,George W. Bush,Harry Truman
2192,"What is the literal meaning of the biblical name Jeremiah?
",Jehovah exalts,Jehovah blesses,Jehovah adds,Jehovah exalts,Jehovah comforts
2193,"What is the meaning of the biblical names Luke and Lucas?
",Luminous,Warm,Luminous,Righteous,Green
2194,"What is the meaning of the biblical name Paul?
",Small,Small,Masculine,Wild,Diverse
2195,"What does the biblical name Ruth mean in Hebrew?
",Companion,Forgiveness,Companion,Beloved,Loyalty
2196,"What does the biblical name Thomas mean?
",Twin,Twin,Brother,Grandfather,Cousin
2197,"What is the literal translation of the Hebrew name Isaiah?
",Yahweh is salvation.,Yahweh is love.,Yahweh is salvation.,Yahweh is consolation.,Yahweh is peace.
2198,"What does the name of Eve, the first woman, mean in Hebrew?
",Living,Woman,Living,Sin,Second
2199,"What is the meaning of the biblical name Matthew in Hebrew?
",Gift of God,Lamb of God,Gift of God,Blessing of God,Child of God
2200,"Which Speaker of the United States House of Representatives, originally elevated to the Speakership on January 6, 1999, surpassed Joseph Gurney Cannon as the longest-serving Republican Speaker in history on June 1, 2006?
",Dennis Hastert,Joseph G. Cannon,Dennis Hastert,Nicholas Longworth,Newt Gingrich
2201,"This politician and humanitarian is the first woman to have been first lady of two different countries.
",GraÃ§a Machel,Lyudmila Putina,Sonia Gandhi,Eva Peron,GraÃ§a Machel
2202,"The first lady of this European country died in a plane crash on 10 April 2010.
",Poland,Russia,France,Ukraine,Poland
2203,"Before marrying Carla Bruni in 2008, French President Nicolas Sarkozy was married to this former fashion model that he called his strength and [his] Achilles heel.
",CÃ©cilia Ciganer-AlbÃ©niz,Marie-Dominique Culioli,Bernadette Chirac,CÃ©cilia Ciganer-AlbÃ©niz,InÃ¨s de la Fressange
2204,"Suzanne Mubarak was First Lady of this African country from 1981 until 2011.
",Egypt,Libya,Egypt,Algeria,Morocco
2205,"In 1974, this first lady of Argentina succeeded her husband as president of the country thus becoming the first non-royal female head of state in the Western Hemisphere.
",Isabel MartÃ­nez de PerÃ³n,Eva PerÃ³n,Corazon Aquino,Isabel MartÃ­nez de PerÃ³n,Cristina FernÃ¡ndez
2206,"She was first lady of Russia from 2000 until 2008 when her husbands tenure as President ended and he was appointed prime minister of Russia.
",Lyudmila Putina,Svetlana Medvedeva,Raisa Gorbatchova,Naina Yeltsina,Lyudmila Putina
2207,"This British barrister expected her husband to take paternity leave when their fourth child was born in 2000.
",Cherie Blair,Sarah Brown,Norma Johnson,Margaret Thatcher,Cherie Blair
2208,"This Italian lady was quoted as saying that Barack Obama is handsome three months after her husband, the outspoken Italian premier, sparked controversy by describing the US president as tanned.
",Veronica Lario,Flavia Franzoni,Carla Bruni,Ornella Muti,Veronica Lario
2209,"This US first lady met her husband in the 1930s at a Little Theater group when they were cast together in a mystery drama.
",Pat Nixon,Jacqueline Kennedy,Nancy Reagan,Lady Bird Johnson,Pat Nixon
2210,"Which US first lady is NOT correctly matched with her nickname?
",Julia Tyler - Shadow of the White House,Mamie Eisenhower - Sleeping Beauty,Claudia Taylor Johnson - Lady Bird,Lucy Webb Hayes - Lemonade Lucy,Julia Tyler - Shadow of the White House
2211,"Prince William first met Cathrine Middleton in 2001 when they were both studying at this university.
",University of St Andrews,University of Aberdeen,University of Oxford,University of St Andrews,University of Bradford
2212,"Kate Middletons iconic black see-thru dress that caught Prince Williams attention at a charity fashion show has been sold for a staggering 65,000 pounds. Who designed the once-30 pounds dress while studying fashion design?
",Charlotte Todd,John Galliano,Charlotte Todd,Sarah Burton,Stella McCartney
2213,"What is the large central gemstone in Lady Dianas famous diamond engagement ring, which Prince William gave to Cathrine Middleton?
",blue sapphire,blue sapphire,black onyx,blue topaz,green emerald
2214,"Who conducted the royal wedding ceremony on 29 April 2011?
",The Archbishop of Canterbury,The Archbishop of Canterbury,The Supreme Governor of the Church of England,The Bishop of Birmingham,The Bishop of Cambridge
2215,"Which of these notable people declined the invitation to the royal wedding of Prince William and Kate Middleton?
",All of these,Margaret Thatcher,The Crown Prince Naruhito and Crown Princess Masako of Japan,The King of Spain,All of these
2216,"Who is the owner of the blue Aston Martin DB6 in which Prince William and his bride Kate Middleton departed their wedding reception?
",Prince Charles,Prince William,Prince Charles,Prince Harry,Queen Elizabeth II
2217,"This English singer-songwriter, who was the only live performer at the wedding reception of Prince William and Kate Middleton, sang her rendition of Elton Johns Your Song for the couples first dance.
",Ellie Goulding,Amy Winehouse,Ellie Goulding,Lady Gaga,Kate Bush
2218,"Queen Elizabeth II attended Prince William and Cathrine Middletons wedding wearing a dress and accompanying overcoat designed by Angela Kelly. What color were they?
",yellow,beige,pink,yellow,blue
2219,"Who lent Kate Middleton the Cartier halo-style tiara for the customary bridal theme of something borrowed?
",Queen Elizabeth II,"Kates sister, Pippa",Camilla Parker Bowles,Queen Elizabeth II,"Kates mother, Carole"
2220,"Name Prince William and Kate Middletons honeymoon location where they spent 10 days in a secluded villa.
",the Seychelles,the Maldives,the Seychelles,Kenya,Jordan
2221,"What Nobel Prize-winning Irish poet and dramatist contributed greatly to the Theatre of the Absurd?
",Samuel Beckett,Oliver Goldsmith,Oscar Wilde,James Joyce,Samuel Beckett
2222,"This Irishman, known as the frontman of a famous band, has participated in numerous global charity projects.
",Bono,Roy Orbison,Sting,Bono,Rod Stewart
2223,"This Irish-born stage and film actor and director is famous for his film adaptations of Shakespearean plays.
",Kenneth Branagh,Gabriel Byrne,Pierce Brosnan,Kenneth Branagh,Colin Farrell
2224,"Which Irish-born actress portrayed Jane in the Tarzan film series opposite Johnny Weismuller?
",Maureen OSullivan,Maureen OHara,Brenda Flicker,Maureen OSullivan,Geraldine Fitzgerald
2225,"This Irish writer and poet, who became one of the most well-known personalities of his day, was a spokesman for aestheticism. He was known for his biting wit and flamboyant dress.
",Oscar Wilde,Harold Pinter,Oscar Wilde,Samuel Beckett,William Butler Yeats
2226,"Name the Irish writer who created the classic Gothic novel Dracula.
",Bram Stoker,Joseph OConnor,Robert Wilson,Arthur Conan Doyle,Bram Stoker
2227,"What Irish actor rose to stardom with his part in Joel Schumachers movie Tigerland, which is set during the Vietnam War?
",Colin Farrell,Colin Farrell,Colin Firth,Brendan Gleeson,Pierce Brosnan
2228,"This Irish singer performed with her familys band Clannad before gaining fame with her solo album Watermark in 1988.
",Enya,Andrea Corr,Dolores Oâ€™Riordan,Sinead OConnor,Enya
2229,"Name the Irishman directed the films My Left Foot, In the Name of The Father and The Boxer.
",Jim Sheridan,Pat OConnor,Jim Sheridan,David Gleeson,Martin Duffy
2230,"This Irish author and satirist is best known for creating a character who was first a surgeon and then a captain of several ships.
",Jonathan Swift,Alexander Pope,Jonathan Swift,John Gay,Daniel Defoe
2231,"Which of the following are not American twins?
",Brett and Josh Morris,Brett and Josh Morris,Jarron and Jason Collins,Tom and Terry Brands,Alvin and Calvin Harrison
2232,"Football twins, Marcin and Michal Zewlakow, became the first twins to play for Poland when they were picked for the lineup to face France in February 2000.
",True,True,False,,
2233,"Which of the following Swedish twin pairs are not ice hockey players?
",Andreas and Thomas Ravelli,Henrik and Joel Lundqvist,Andreas and Thomas Ravelli,Patrick are Peter Sundstorm,Daniel are Henrik Sedin
2234,"Which of the following sports celebrities has twin sons?
",Raul,Roger Federer,Raul,Kurt Warner,Lance Armstrong
2235,"What is the meaning of the biblical name Simon translated from Hebrew?
",He has heard.,He knows all.,He has heard.,He has spoken.,He will never abandon us.
2236,"The name John, originating from the Hebrew Yohanan, means which of the following?
",God is gracious,God is love,God is gracious,God is everything,God is everywhere
2237,"The biblical name Rachel is related to what animal?
",Ewe,Ewe,Bee,Hen-swan,Doe
2238,"What is the meaning of the biblical name Andrew, which has a Greek origin?
",Masculine,Alternative,Secret,Stormy,Masculine
2239,"What is the meaning of the Greek name Stephen, or Steven?
",Crown,Will,King,Crown,Throne
2240,"What is the meaning of the names Ann, Anna or Anne?
",Gracious,Gracious,Eternal,Calm,Delicate
2241,"What does the biblical name Satan mean in Hebrew?
",Accuser,Accuser,Demon,Cunning,Fallen
2242,"What do Albert Camus and Vladimir Nabokov have in common?
",Both were (football) goalkeepers in their youth.,They grew up trilingual.,Both were (football) goalkeepers in their youth.,Both won the Nobel Prize for Literature.,Their fathers were murdered.
2243,"What do Azerbaijan and Russia have in common?
",They have an exclave (a part of their territory that is separated from the main territory) that is not an enclave of another country.,They have an enclave (a part of another nations territory completely surrounded by their own territory).,They have a coastline on the Black Sea.,They have an exclave that is an enclave of another country.,They have an exclave (a part of their territory that is separated from the main territory) that is not an enclave of another country.
2244,"What do Kaiser Wilhelm II of Prussia, Tsar Nicholas II of Russia and King George V of England have in common?
",George V was first cousin to both Kaiser Wilhelm and Tsar Nicholas.,Kaiser Wilhelm was first cousin to both George V and Tsar Nicholas.,They were all grandchildren of Queen Victoria.,George V was first cousin to both Kaiser Wilhelm and Tsar Nicholas.,Tsar Nicholas was first cousin to both Kaiser Wilhelm and George V.
2245,"What do Liechtenstein and Uzbekistan have in common?
",They are doubly landlocked - they are surrounded by countries with no seashore.,They do not print their own currency but use a more powerful neighbours currency.,They are sandwiched between two countries.,The national sport of both is falconry.,They are doubly landlocked - they are surrounded by countries with no seashore.
2246,"What do Dan Aykroyd and Joseph Stalin have in common?
",Both are said to have/had syndactyly - i.e. webbed toes.,Both are said to have/had syndactyly - i.e. webbed toes.,Their mothers came from Georgia.,Both have/had heterochromia - i.e. with eyes of different colour (one brown and one green eye each).,Both studied for the priesthood but were expelled from their seminary.
2247,"What do Tsaritsyn and Volgograd have in common?
",These are names for the same city at different times in its history.,Cities of this name are found in both Russia and Kazakhstan.,They both lie on the shores of Lake Ladoga.,Both have asteroids named after them.,These are names for the same city at different times in its history.
2248,"What do Drew Barrymore and Gywneth Paltrow have in common?
",They both have Stephen Spielberg as a godfather.,They have a grandfather in common.,They both were briefly married to Canadian comics.,They both have children whose names are fruits.,They both have Stephen Spielberg as a godfather.
2249,"What do Ankara, Canberra and Ottawa have in common?
",They are national capitals which are not the largest cities in their country.,They are national capitals which are not the largest cities in their country.,They were new cities created expressly to be the capital of their countries.,They are national capital cities which are not situated on rivers.,All of these
2250,"What do Art Garfunkel, Tom Lehrer and Ted Kaczynski (the Unabomber) have in common?
",They all gained degrees in mathematics.,They all gained degrees in mathematics.,They were all accredited adult volunteers in the Boy Scouts of America.,They were all undergraduates at Harvard.,They were all charged with either slander or libel.
2251,"What do the Turkish towns of Bodrum and Efes have in common?
",They are the sites of two of the Seven Wonders of the Ancient World.,These twin towns stand opposite each other at the Black Sea end of the Bosphorus channel.,Both towns were completely destroyed by the 1999 Kocaeli earthquake.,They are the sites of two of the Seven Wonders of the Ancient World.,The site of ancient Troy is flanked by these two towns.
2252,"Winston Churchill was Prime Minister of Great Britain during World War II.
",True,False,True,,
2253,"Which of the following was a leading British engineer and architect of the 19th century?
",Isambard Kingdom Brunel,Horatio Nelson,Graham Swift,Isambard Kingdom Brunel,Sir Isaac Newton
2254,"Princess Diana supported the international campaign to ban landmines.
",True,True,False,,
2255,"Which of the following statements about Charles Darwin is true?
",All of these,He was a geologist.,All of these,He was a biologist.,He is the author of the evolution theory.
2256,"Which of the following works was written by William Shakespeare?
",All of these,Romeo and Juliet,All of these,A Midsummer Nights Dream,King Lear
2257,"Isaac Newton described universal gravitation.
",True,True,False,,
2258,"Who inherited the throne after the death of her half-sister Mary I Tudor, known as Bloody Mary?
",Elizabeth of England,Emma of Normandy,Catherine of Aragon,Eleanor of Aquitaine,Elizabeth of England
2259,"On 8 December 1980 he was shot in New York City.
",John Lennon,George Harrison,John Lennon,Paul McCartney,Ringo Starr
2260,"He was a naval commander who led the British forces to victory during the Napoleonic Wars.
",Horatio Nelson,Horatio Nelson,Martin Frobisher,James Houck,Francis Drake
2261,"Oliver Cromwell overthrew the English monarchy.
",True,False,True,,
2262,"What does author Charlaine Harris write about?
","Vampires, were-people, fairies and other paranormal creatures","Vikings, Visigoths, and Druids",Romances in Victorian-era England,"Vampires, were-people, fairies and other paranormal creatures",The Knights Templar
2263,"Which of the following does Katherine Kurtz write about?
",All of these,A magical race of people called the Deryni,The Knights Templar in Scotland,Psychic practitioners called Adepts,All of these
2264,"While best known as the author of The Godfather, Mario Puzo also wrote a novelization about which of the following?
",The Borgia family,The Sacco-Vanzetti Case,The Borgia family,Amerigo Vespucci,The Machiavelli family
2265,"Which American author chose the deep south for her subject matter and wrote only one published book in her lifetime?
",Both of these,Neither of these,Harper Lee,Both of these,Margaret Mitchell
2266,"This author of military and detective fiction has written a popular series about the US Marine Corps, the Philadelphia Police Dept., and a WWII series, set mainly in Argentina.
",W.E.B. Griffin,Eric Van Lustbader,Robert Ludlum,Tom Clancy,W.E.B. Griffin
2267,"This author fictionalized notorious and sensational murders of famous people, most notably the OJ Simpson case.
",Dominick Dunne,Dominick Dunne,Darwin Porter,Ann Rule,Kitty Kelley
2268,"Michael Connelly has authored a series of police procedurals featuring this detective.
",Hieronymous Bosch,Virgil Flowers,Lincoln Rhymes,Hieronymous Bosch,Alex Delaware
2269,"Harlan Coben has written a series of books featuring Myron Bolitar. What is Bolitars profession?
",Sports Agent,Medical Examiner,Mystery Author,Crime Scene Specialist,Sports Agent
2270,"What is the profession of a famous fictional character created by Kathy Reichs?
",a forensic anthropologist,a medical examiner,a psychiatrist,a forensic anthropologist,a reporter
2271,"What character is featured in John Sanford third series of novels, which includes The Fools Run and The Empress File?
",a computer whiz operating somewhat outside the law,a paranoid newspaper reporter,an internal affairs captain enforcing the law,a psychic who assists the FBI,a computer whiz operating somewhat outside the law
2272,"This author has written sweeping historical sagas about various locales including Hawaii, Alaska, Poland, Texas, the South Pacific and the Caribbean.
",James Michener,Sidney Sheldon,James Clavell,Irving Stone,James Michener
2273,"Which of these authors writes about agents of the National Underwater and Marine Agency?
",Clive Cussler,Jefferson Bass,Morris West,Clive Cussler,John Connolly
2274,"While Patricia Cornwall is known primarily for her series featuring medical examiner Kay Scarpetta, she also wrote a biography of this person.
",Ruth Graham,Amelia Earhardt,Ruth Graham,Margaret Sanger,Margaret Mead
2275,"This author is known for the series about detective Dave Robicheaux.
",James Lee Burke,Andrew Gross,Robert Parker,Carol OConnell,James Lee Burke
2276,"Name the sociopathic vigilante who is the protagonist of Jeff Lindsays series of novels.
",Dexter Morgan,Scot Harvath,Milo Sturgis,John Carr,Dexter Morgan
2277,"Marie Antoinette was married to Louis XVI of France.
",True,False,True,,
2278,"Maria Antoinette had a simple and careless childhood in the Hofburg.
",True,False,True,,
2279,"Which statement regarding Marie Antoinettes marriage is true?
",All of these,She was officially handed over to her French bearers on an island on the Rhine River.,She was 15 when she married Louis XVI.,All of these,"During the marriage negotiations, the French lamented the crookedness of her teeth."
2280,"When did Marie Antoinette marry the Dauphin of France?
",1770,1880,1793,1755,1770
2281,"Marie Antoinette was tried by the Revolutionary Tribunal on 14 October 1793. What was she accused of?
",All of these,All of these,sending millions of livres of treasury money to Austria,incest with her son,plotting to kill the Duke of OrlÃ©ans
2282,"Marie Antoinette and her husband, the Dauphin of France, consummated their marriage on the wedding night.
",False,False,True,,
2283,"Marie Antoinette spent a lot money on gambling.
",True,True,False,,
2284,"What did Maria Teresa do to save the marriage of her daughter, Marie Antoinette?
","She sent her son, Emperor Joseph, to talk to Louis and Marie Antoinette.",None of these,"She sent her son, Emperor Joseph, to talk to Louis and Marie Antoinette.",She gave her the Petit Trianon as a present.,Both of these
2285,"Marie Antoinette gave birth to four children.
",True,True,False,,
2286,"Where was Marie Antoinette placed house arrest after the French Revolution broke out?
",Tuileries Palace,Pharo Palace,Parc Longchamp,Tuileries Palace,Trianon
2287,"What famous English author named one of his famous fun-loving characters after his son Christopher?
",A. A. Milne,J. M. Barrie,A. A. Milne,Beatrix Potter,Lewis Carol
2288,"Who directed the 1978 movie Midnight Express, which tells the harrowing story of an American college student visiting Turkey?
",Alan Parker,Alan Parker,Alfred Hitchcock,Danny Boyle,Ridley Scott
2289,"This English actor, who rose to stardom after appearing in the film Four Weddings and a Funeral, has repeatedly claimed that acting is not a true calling but just a job he fell into.
",Hugh Grant,Hugh Grant,Rowan Atkinson,Colin Firth,Jude Law
2290,"The SI unit of capacitance is named after this English scientist who discovered electromagnetic induction, diamagnetism and electrolysis.
",Michael Faraday,Isaac Newton,Michael Faraday,Alexander Graham Bell,Alexander Fleming
2291,"This English singer-songwriter recorded the songs Rolling in the Deep and Someone Like You for her second studio album 21.
",Adele,Adele,Amy Winehouse,Kate Bush,Lady Gaga
2292,"Which of these musicals was NOT composed by multiple award-winning English composer Andrew Lloyd Webber?
",Grease,Jesus Christ Superstar,Evita,Cats,Grease
2293,"This popular character, created by English author Daniel Defoe, has a companion named Friday.
",Robinson Crusoe,Peter Pan,Gulliver,Samuel Pickwick,Robinson Crusoe
2294,"This major figure in the music industry became popular in the US when his 1975 hit Fame reached number 1 on the Billboard Hot 100.
",David Bowie,David Bowie,Elton John,Boy George,Rod Stewart
2295,"In 2007, this English fashion designer sparked controversy when she created a silver necklace featuring a single leg. The necklace was an apparent attack on her fathers estranged wife Heather Mills, an amputee.
",Stella McCartney,Vivienne Westwood,Stella McCartney,Victoria Beckham,Ann Taylor
2296,"Name the author of of the novels Mrs Dalloway and To the Lighthouse, who was a prominent figure in London literary society and a member of the Bloomsbury Group.
",Virginia Woolf,Mary Shelley,Virginia Woolf,Ann Radcliffe,Daphne du Maurier
2297,"These presidents coupled up to discuss their former secretarial jobs. Which pair doesnt fit with the others?
",John Adams  John Tyler,James Madison  James Buchanan,Thomas Jefferson  Martin Van Buren,John Adams  John Tyler,James Monroe  John Quincy Adams
2298,"As far as inaugurations are concerned, which pair does not belong with the others?
",George Washington  John Tyler,James Madison  Andrew Jackson,John Adams  William Henry Harrison,George Washington  John Tyler,Thomas Jefferson  Martin Van Buren
2299,"Birthdays were discussed amid laughter and merriment. Which two were not on the same page?
",Ronald Reagan  Barack Obama,George W. Bush  Bill Clinton,Jimmy Carter  George H.W. Bush,Ronald Reagan  Barack Obama,Gerald Ford  Richard Nixon
2300,"Talking about vice presidents, one pair was at odds and evens with the others. Which pair doesnt fit?
",James Madison  Andrew Jackson,Martin Van Buren  James K. Polk,James Monroe  John Quincy Adams,George Washington  John Adams,James Madison  Andrew Jackson
2301,"As far as vice presidents are concerned, some were fortunate, some not. Which pair is different from the other three?
",Grover Cleveland  Rutherford B. Hayes,Andrew Johnson  Chester A. Arthur,Calvin Coolidge  Harry S. Truman,John Tyler  Millard Fillmore,Grover Cleveland  Rutherford B. Hayes
2302,"They now began talking about their early childhoods. Which pair couldnt seem to understand references made by each other?
",Zachary Taylor  Chester A. Arthur,Andrew Jackson  James K. Polk,Lyndon Johnson  George H.W. Bush,Zachary Taylor  Chester A. Arthur,John Adams  John F. Kennedy
2303,"They all discussed the pros and cons of running a state but one pair was not so current in their views. Which pair seemed too far removed?
",Calvin Coolidge  Theodore Roosevelt,Rutherford B. Hayes  Jimmy Carter,William McKinley  Woodrow Wilson,Calvin Coolidge  Theodore Roosevelt,Franklin D. Roosevelt  Grover Cleveland
2304,"A discussion ensued about jobs and work before their election to the presidency. Which couple didnt understand each other?
",Herbert Hoover  Theodore Roosevelt,William H. Harrison  Dwight D. Eisenhower,Warren G. Harding  Harry S. Truman,Herbert Hoover  Theodore Roosevelt,"George H.W. Bush,  George W. Bush"
2305,"Everyone was discussing their time in Congress. Which two could not agree on the benefits of certain policies in reference to their individual states?
",Franklin Pierce  Martin Van Buren,Andrew Jackson  Andrew Johnson,Franklin Pierce  Martin Van Buren,William H. Harrison  Warren Harding,John Quincy Adams  John F. Kennedy
2306,"Legislative discussion took place but which two were not in the same boat when discussing policy?
",Gerald Ford  Millard Fillmore,Gerald Ford  Millard Fillmore,James Madison  John Tyler,James A. Garfield  Rutherford B. Hayes,Lyndon Johnson  George H.W. Bush
2307,"Talks about wives saddened all but two of these. Which pair did not seem melancholy at all?
",Calvin Coolidge  Ronald Reagan,Andrew Jackson  Richard Nixon,James Monroe  Rutherford B. Hayes,Calvin Coolidge  Ronald Reagan,John Adams  Chester A. Arthur
2308,"Three pairs totally agreed on policy. Which pair was constantly bickering?
",John Adams  James Madison,Zachary Taylor  John Tyler,John Adams  James Madison,Thomas Jefferson  James Monroe,William Henry Harrison  Millard Fillmore
2309,"They all were concerned with their legacy of learning. What two were sorely disappointed?
",Andrew Jackson  James K. Polk,Andrew Jackson  James K. Polk,Warren Harding  Franklin Pierce,Thomas Jefferson  Harry Truman,Martin Van Buren  Millard Fillmore
2310,"Discussing their memoirs, one pair found that writing them would not have been as easy if they followed the method of the other three pairs. Which pair would that be?
",Herbert Hoover  Harry Truman,Herbert Hoover  Harry Truman,Franklin Roosevelt  Richard Nixon,George W. Bush  Lyndon Johnson,John F. Kennedy  Jimmy Carter
2311,"They certainly were a knowledgeable bunch on foreign affairs except one pair. Which two could not draw on much worldly experience?
",James Madison  Andrew Jackson,William Henry Harrison  James Buchanan,James Madison  Andrew Jackson,James Monroe  John Quincy Adams,John Adams  Thomas Jefferson
2312,"This New Yorker is best known for his short stories The Legend of Sleepy Hollow and Rip Van Winkle.
",Washington Irving,Joseph Heller,James Fenimore Cooper,Washington Irving,Henry Wadsworth Longfellow
2313,"This author, raised in Brooklyn, New York, wrote The Naked and the Dead.
",Norman Mailer,Tom Wolfe,Truman Capote,Norman Mailer,Hunter S. Thompson
2314,"This author, who was born and raised in New York City, is best known for her first novel Fear of Flying.
",Erica Jong,Kate Chopin,Ayn Rand,Sylvia Plath,Erica Jong
2315,"One of the key figures of 19th-century literary realism, he was the author of The Ambassadors and The Portrait of a Lady.
",Henry James,Henry James,Theodore Dreiser,Henry David Thoreau,John Dos Passos
