,Questions,Correct,A,B,C,D
2021,"In theory, a foursome should get around all 18 holes of a golf course in how many hours?
",4 hours,4 hours,6 hours,7 hours,2 hours
2022,"Football player Edison Arantes do Nascimento, known as Pele, was nicknamed after which of the following?
",A football player,A meal,A cartoon character,A hurricane,A football player
2023,"In which football team did Ronaldo de Assis Moreira, known as Ronaldinho, make his European debut in 2001?
",Paris Saint-Germain,Paris Saint-Germain,Barcelona,Milan,Nantes
2024,"Of what descent is football player Zinedine Zidane?
",Algerian,Moroccan,Algerian,Egyptian,South African
2025,"For what U.S. football team did David Beckham start playing in 2007?
",Los Angeles Galaxy,New York Red Bulls,Los Angeles Galaxy,Columbus Crew,D.C. United
2026,"What type of injury put the end of Marco van Bastens career in 1995?
",Ankle injury,Back injury,Knee injury,Ankle injury,Head injury
2027,"In which of these European football teams hasnt Diego Maradona played?
",Real Madrid,Napoli,Sevilla,Barcelona,Real Madrid
2028,"What interesting nickname was given to football player Ronaldo Luis Nazario de Lima, better known simply as Ronaldo?
",The Phenomenon,The Phenomenon,The Magician,The Unbelievable,The Miracle
2029,"In which U.S. football team has Franz Beckenbauer played between 1977 and 1980, and again in 1983?
",New York Cosmos,New York Cosmos,Columbus Crew,D.C. United,New York Red Bulls
2030,"In what position did football star Romario play throughout his career?
",Striker,Defender,Striker,Sweeper,Midfielder
2031,"In what football team hasnt Johan Cruyff played throughout his career?
",Milan,Barcelona,Los Angeles Aztecs,Washington Diplomats,Milan
2032,"Which American chess player was called The Pride and Sorrow of Chess?
",Paul Morphy,Paul Keres,Paul Morphy,Emmanuel Lasker,Mikhail Botvinnik
2033,"This chess player, originally from Armenia, was the chess champion of the world from 1985 to 2000, when he lost the title to Vladimir Kramnik. He is also known in the chess world for his numerous and titanic struggles with Anatoly Karpov.
",Garry Kasparov,Akiba Rubinstein,Mikhail Tal,Garry Kasparov,Victor Korchnoi
2034,"This chess player, famous for his Anti-Semitism and his reclusiveness, became the first American to win the official world chess championship.
",Bobby Fischer,Paul Morphy,Frank Marshall,William Steinitz,Bobby Fischer
2035,"Which famous artist also went to try his hand at chess?
",Marcel Duchamp,Man Ray,Pablo Picasso,Marcel Duchamp,Henri Matisse
2036,"This Russian chess player played during the 1960s and was one of the first to analyze his opponents earlier games. He is also one of the few players to hold a full-time job as an engineer.
",Mikhail Botvinnik,Paul Keres,Tigran Petrosian,Mikhail Tal,Mikhail Botvinnik
2037,"Bobby Fischer won 20 chess games in a row when he was at the height of his game.
",False,True,False,,
2038,"This Russian grandmaster was known for his intimidating stare. He was considered extremely good at sacrificing pieces. However, poor health caused him to never play to his full potential.
",Mikhail Tal,Harry Nelson Pillsbury,Mikhail Tal,Paul Keres,Salo Flohr
2039,"What Russian-French grandmaster was world chess champion from 1927-1935, and then promptly lost the title to Max Euwe?
",Alexander Alekhine,Salo Flohr,Alexander Alekhine,Jose Raul Capablanca,Aron Nimzovitch
2040,"This was the year the Pittsburgh Penguins hockey team was founded. The same year the NHL doubled in size from the Original Six to twelve teams.
",1967,1970,1966,1968,1967
2041,"The Pittsburgh Penguins are members of the Pacific Division of the Western Conference of the NHL.
",False,False,True,,
2042,"In what year did the Pittsburgh Penguins win their first Playoff Series?
",1970,1968,1970,1967,1972
2043,"What were the original team colors of the Pittsburgh Penguins?
",blue and white,They have always worn black and gold.,blue and white,black and gold,gold and white
2044,"What year did the Pittsburgh Penguins win their first Stanley Cup?
",1991,1989,1991,1992,1990
2045,"Who was the Goalie acquired from the Buffalo Sabres who played for the Pittsburgh Penguins in their first two Stanley Cup victories?
",Tom Barrasso,Wendell Young,Bruce Racine,Frank Pietrangelo,Tom Barrasso
2046,"This Pittsburgh Penguin became the first player/owner in NHL history in the year 2000.
",Mario Lemieux,Jaromir Jagr,Ron Francis,Mario Lemieux,Scotty Bowman
2047,"Where was the famed Alabama football coach Paul Bryant born?
","Moro Bottom, Ark.","Moro Bottom, Ark.","Junction, TX","Louisville, Ky","Chicago, IL"
2048,"In 1927, Paul Bryant successfully wrestled a muzzled bear, which earned him the nickname Bear.
",True,False,True,,
2049,"During World War II Paul Bryant avoided the draft and coached high school football teams.
",False,True,False,,
2050,"In what year did Paul Bryant become head coach for the University of Alabama?
",1958,1973,1958,1966,1956
2051,"Bear Bryant was reluctant to accept the head coaching position at Alabama and only left Texas AM after they agreed to double his salary.
",False,False,True,,
2052,"In 1970, Paul Bryant invented the wishbone offense.
",False,False,True,,
2053,"Paul Bryants win over Tennessee in 1981 was his 315th win, earning him the record for victories over Amos Alonzo Stagg.
",False,True,False,,
2054,"Gary Busey portrayed Paul Bryant in the 1984 biographical film, The Bear.
",True,False,True,,
2055,"In what year did Paul Bryant die?
",1983,1987,1982,1983,1990
2056,"A record for the fastest goal was set at the start of an NHL playoff game on April 17, 1972. How long after the start of the playoff game was it scored?
",6 seconds,6 seconds,4 seconds,3 seconds,5 seconds
2057,"Colorado Avalanche forward, Shjon Podein wore his uniform, equipment and skates for more than 25 hours after his team won the Stanley Cup.
",True,False,True,,
2058,"What happened during the second period of Game 4 of the 1988 Stanley Cup Finals between the Boston Bruins and the Edmonton Oilers?
",The lights went out.,The refs never showed up for the second period.,The coaches had a fight on the ice.,The lights went out.,There was a bomb threat.
2059,"There are more than 2,500 different names engraved on the Stanley Cup.
",False,False,True,,
2060,"When the New Jersey Devils won the Stanley Cup in 2003, where did goaltender, Martin Brodeur take the Cup?
",to a movie theatre,to a diner,to the bathroom,to a car show,to a movie theatre
2061,"In 1980, Clarke Gillies of the New York Islanders let his cat eat dinner from the Stanley Cup.
",False,False,True,,
2062,"Once the Stanley Cup was taken on MTV Prime Time Beach House and stuffed with clams and oysters.
",True,False,True,,
2063,"Where was the Stanley Cup made?
","London, England",France,"London, England",Canada,"New York, New York"
2064,"How old was Jim Brown when he retired from the Cleveland Browns?
",30,33,45,30,31
2065,"The Cleveland Browns were founded in 1945.
",False,True,False,,
2066,"In what year did the Cleveland Browns win their first NFL Championships?
",1950,1964,1954,1950,1955
2067,"In 2009, this Cleveland Browns player was involved in a car accident that left a pedestrian dead.
",Donte Stallworth,Donte Stallworth,Joe Thomas,Brady Quinn,Braylon Edwards
2068,"Derek Anderson, who joined the Cleveland Browns in 2006, was born in 1983.
",True,True,False,,
2069,"Shaun Rodgers, who joined the Cleveland Browns in 2008, plays what position?
",LB,Wr and QB,Wr,LB,"Wr, Db"
2070,"The colors of the Cleveland Browns are brown, orange and black.
",False,False,True,,
2071,"Bernie Kosar finished his career with the Cleveland Browns.
",False,True,False,,
2072,"Derek Anderson has worn number is 3 for the Cleveland Browns.
",True,True,False,,
2073,"What jersey number has Jamal Lewis worn for the Cleveland Browns?
",31,17,92,3,31
2074,"In what year was the NCAA Mens Basketball Tournament founded?
",1939,1907,1917,1939,1956
2075,"No team has ever entered the NCAA Mens Basketball Tournament undefeated.
",False,False,True,,
2076,"What NCAA Mens Basketball team has won the most National Titles from 1939-2009?
",UCLA,Kentucky,Kansas,North Carolina,UCLA
2077,"The NCAA Mens Basketball Tournament is also know as the Grand Finale.
",False,True,False,,
2078,"Which league does not hold a post season tournament to determine who their automatic bid is to the NCAA Championship?
",Ivy,Big East,Ivy,Mid West Conference,Sunbelt
2079,"CBS has always had the rights to broadcast the NCAA Mens Tournament.
",False,True,False,,
2080,"The NCAA started seeding mens basketball teams in 1979 and 2008 marked the first time when all #1 seeds made it to the Final Four. Name the teams that made it.
","Kansas, North Carolina, UCLA, Memphis","Kansas, North Carolina, UCLA, Memphis","Kansas, North Carolina, UCLA, UNLV","Kansas, North Carolina, Duke, Memphis","Kentucky, North Carolina, UCLA, Memphis"
2081,"In 1953 Kentucky finished 25â€“0 but didnt go to the NCAA Mens Division I Basketball Tournament because they didnt accept the invitation.
",True,True,False,,
2082,"Since the beginning of the NCAA Mens Basketball tournament until 2009, what team had the most tournament appearances without ever having gone to the Championship game?
",BYU,Missouri,Texas Tech,Yale,BYU
2083,"In 1941 this NCAA Mens basketball team set the record for lowest points scored in a Championship appearance.
",North Carolina,North Carolina,Mississippi Valley St.,North Texas University,Yale
2084,"Which of these former basketball players has the most NCAA Championship wins and NBA Championship wins combined?
",Bill Russell,Michael Jordan,Kareem Abdul Jabbar,Bill Russell,Sam Jones
2085,"The true origin of racquetball is questionable, but which decade did the shortened racquet appear?
",1930s,1900s,1930s,1970s,1950s
2086,"Regulation racquetball courts are 20 x 20 x 40 feet.
",True,True,False,,
2087,"In racquetball a player must win by at least how many points?
",2,3,4,1,2
2088,"What are the two basic types of serves in racquetball?
",Drive serve and Lob serve,Drive serve and Lob serve,Stoop serve and Straight serve,Pure serve and Fake serve,Stick serve and Flick serve
2089,"In racquetball the drop shot is not a hard-hit shot.
",True,True,False,,
2090,"Is it true that in racquetball, the kill shot is a legal shot that is hit low on the front wall and bounces twice before it reaches the service line?
",Yes,No,Yes,,
2091,"Can doubles be played in racquetball?
",Yes,No,Yes,,
2092,"According to the official rules of the United States Racquetball Association a match may be forfeited by the referee in which of the following cases?
",All of these,All of these,"Any player for a singles match, or any team for a doubles match, fails to report to play. Normally, 20 minutes from the scheduled game time will be allowed before forfeiture.","Any player refuses to abide by the referees decision, or engages in unsportsmanlike conduct.",Any player leaves the court without permission of the referee during a game
2093,"The racquetball term avoidable hinder refers to which of the following?
","Interference, not necessarily intentional",Illegal placement of a foot before or during the serve,Serve that hits the ceiling,"Interference, not necessarily intentional",Intimidating the opponent by playing too close
2094,"Is command of center court one of the winning tactics of singles racquetball?
",Yes,No,Yes,,
2095,"Which of the following court types are allowed in racquetball?
",All of these,It is played outdoors,All of these,Three-walled courts,One-walled courts
2096,"He was the first NFL player to intercept 14 passes in one season. He did this in his rookie year.
",Dick Lane,Emlenn Tunnel,Dick Lane,J.C.Caroline,Jerry Gray
2097,"He was a seventeenth round draft choice of the New York Giants out of the University of Iowa. He played for the Giants from 1948-1958. He then played  for the Green Bay Packers from 1959-1961.
",Emlen Tunell,J.C.Caroline,Dick Lane,Emlen Tunell,Jerry Gray
2098,"This Philadelphia-born athlete was in five Pro Bowls, and in the 1960s All-Decade Team. In 1980, he was inducted into the Pro Football Hall of Fame.
",Herb Adderley,Johnny Sample,Dennis Smith,Lem Barney,Herb Adderley
2099,"This great player was in seven Pro Bowls, and was a seven time All-League Cornerback. He played from 1967-1977 for the Detroit Lions.
",Lem Barney,Dennis Smith,Ken Riley,Lem Barney,J.C.Caroline
2100,"He began his career before the merger of the NFL and AFL. He played for the Broncos and Raiders. He was an integral part of the Raider defense for many years. He played from 1963-1978. He was voted to the AFL All-Time Team.
",Willie Brown,Dennis Smith,J.C.Caroline,Willie Wood,Willie Brown
2101,"He played in the NFL from 1987-2003 after his college career at Purdue. Throughout most of his defensive backs career he played in Pittsburgh. He became a TV analyst for ESPN.
",Rod Woodson,Herb Adderley,Rod Woodson,Terry Bradshaw,Jack Youngblood
2102,"This Hall of Famer played corner back for New England from 1972-1986 and for Oakland from 1983-1989. He played his college ball at Arizona State.
",Mike Haynes,Mike Haynes,Adalius Thomas,Willie Wood,Mike Woodson
2103,"This defensive back played for San Francisco from 1961-1976. He was All-Pro four times. His brother was a great decathlon athlete and one of Robert Kennedys bodyguards.
",Jimmy Johnson,Jimmy Johnson,Rod Woodson,Dallas Thompson,Elroy OBrien
2104,"This great defensive back played from 1964-1977 for the Dallas Cowboys after a great career at Oregon. He was selected to the Pro Bowl 10 times.
",Mel Renfro,Chuck Healey,Deion Sanders,Herb Adderley,Mel Renfro
2105,"This defensive back played for Detroit from 1952-1953 and 1956-1964. Not only was he a starting defensive back but he was also the teams punter.
",Yale Larry,Dick Lane,Dick Lebeau,Ray Guy,Yale Larry
2106,"When was the first US auto race held?
",1895,1925,1905,1910,1895
2107,"Who said Driving a race car is like dancing with a chain saw.?
",Cale Yarborough,Brian Vickers,Richard Petty,Jeff Gordon,Cale Yarborough
2108,"What type of engine uses a combustion chamber that is shaped like half a sphere?
",Hemi,DECT-8,V-Tech,V-12,Hemi
2109,"On July 2, 2008 the NHRA ruled  that Top Fuel and Funny Car races can not be longer than 1000  feet. This ruling was spurred by the accidental racetrack death of this driver.
",Scott Kalitta,Scott Kalitta,Robert Hight,Red Brundige,John Maintrop
2110,"What race is often referred to as The Grand Prix of Endurance?
",24 Hours of Le Mans,The Grand prix of Monaco,24 Hours of Le Mans,The Indianapolis 500,The  Milan Grand Prix
2111,"Bill France, Sr. is usually considered the founder of NASCAR. Which race course did Bill France Sr. and Bill France Jr. promote?
","Daytona, Florida","Martinsville, Virginia","Daytona, Florida","Darlington, South Carolina","Talladega, Alabama"
2112,"Who was the first man to drive a car at at least 60 miles per hour?
",Barney Oldfield,Cale Yarborough,Barney Oldfield,Carl G. Fisher,Bob Burman
2113,"Where was the first NASCAR-sanctioned race held?
","Daytona, Florida","Indianapolis, Indiana","Daytona, Florida","Martinsville, Virginia","Talladega, Alabama"
2114,"Top Fuel race cars run on this type of fuel.
",Nitromethane and Methanol,Nitromethane and Methanol,Ethanol and Nitropropane,Nitroglycerin and Methanol,Propane and Methane
2115,"Which NASCAR race was formerly called The World 600?
",Coca Cola 600,Food Yard 600,Aarons 600,Coca Cola 600,Southern 600
2116,"He was the first NASCAR driver with 100 career victories, as well as the first one with 200 career victories.
",Richard Petty,Kyle Petty,Dale Earnhardt,Richard Petty,Bobby Allison
2117,"When was the first Virginia 500 held?
",1949.,1949.,1938,1950,1946
2118,"When was the first Daytona 500 held?
",1959,1959,1949,1946,1955
2119,"Where was the first Brickyard 400 held?
","Indianapolis, Indiana","Jackson, Mississippi","Bristol, Tennessee","Charlotte, North Carolina","Indianapolis, Indiana"
2120,"Tracy Chapmans song Fast Car became an international hit when she performed it at the 70th Birthday Tribute to this famous man.
",Nelson Mandela,Paul Newman,Paul Simon,Nelson Mandela,"Richard Petty, Sr."
2121,"In what year did Ray Harroun win the first Indianapolis 500?
",1911,1931,1941,1911,1925
2122,"Who was the first female driver at the Indianapolis 500?
",Janet Guthrie,Sally Rider,Lyn St. James,Wanda Montgomery,Janet Guthrie
2123,"What was the original version of the game of volleyball called?
",Mintonette,Mintonette,Ballonette,Setball,Netball
2124,"Where was volleyball invented?
",the USA,Brazil,the USA,Cuba,Canada
2125,"The first official ball used in volleyball was created in the beginning of the 20th century by this company.
",Spalding,Spalding,Molten,Wilson,Gala
2126,"What was the second country after the United States to adopt volleyball?
",Canada,Canada,Brazil,Mexico,Russia
2127,"Which of these is not a stroke in volleyball?
",palm,spike,bump,palm,dip
2128,"Which of these volleyball players wears a jersey in a contrasting color to the jerseys of his/her teammates?
",libero,outside hitter,libero,opposite hitter,setter
2129,"What part of the body are volleyball players permitted to contact the ball with?
",all parts of the body,hands and head,hands and arms only,hands and legs,all parts of the body
2130,"Which of these is different in the two variations of volleyball - beach and indoor?
",all of these,number of sets in a match,size of court,all of these,number of players in a team
2131,"In 1987 the first World Beach Volleyball Championships was played in this country.
",Brazil,Russia,the Netherlands,Brazil,the USA
2132,"When did the tragic fire that killed Kane and the Undertakers parents occur according to a WrestleMania storyline?
",November 7 1977,November 8 1977,November 6 1977,November 7 1977,November 9 1977
2133,"According to the famous Wrestlemania storyline, when the fire occurred, Kane and the Undertaker didnt see each other for years. Kane thought the Undertaker was killed in the fire, and the Undertaker thought Kane was killed in the fire.
",True,False,True,,
2134,"How many foster homes was the Undertaker put in after his parents were killed according to a WrestleMania storyline?
",0,1,3,0,2
2135,"According to the WrestleMania storyline, after the fire occurred Kane didnt see his brother for years. There was one question he wanted to ask him and that question was, Why did you stay in house with us and almost die?
",False,True,False,,
2136,"What is the name of the professional wrestling tag team consisting of The Undertaker and Kane?
",The Brothers of Destruction,The Brothers of Death,The Brothers of Destruction,The Brothers of Pain,The Brothers of Damage
2137,"Glen Thomas is the full name of the professional wrestler known as Kane.
",False,True,False,,
2138,"The tattoo around the Undertakers neck reads Sara. Who is Sara?
",His wife,His wife,His niece,His cousin,His daughter
2139,"Kobe Bryant was born on August 23, 1978.
",True,False,True,,
2140,"Kobe Bryants second daughter is Gianna Maria-Onore Bryant.
",True,False,True,,
2141,"Kobe Bryant won the Naismith Prep Player of the Year Award in 1996.
",True,False,True,,
2142,"Kobe Bryant was chosen as the 13th overall draft pick by the Los Angeles Lakers in 1996.
",False,False,True,,
2143,"Kobe Bryant won the 1996 NBA Slam Dunk Contest.
",False,True,False,,
2144,"Kobe Bryant scored 82 points in a single game against the Toronto Raptors.
",False,True,False,,
2145,"Kobe Bryant has scored 50 points or more in 4 consecutive games.
",True,True,False,,
2146,"Kobe Bryant and the Lakers won three consecutive NBA championships: 2001, 2002, and 2003.
",False,False,True,,
2147,"In 2003, Kobe Bryant was accused of rape.
",True,False,True,,
2148,"Kobe Bryant changed his jersey number from 8 to 24 during the 2006-2007 NBA season.
",True,True,False,,
2149,"How many points are awarded to the winner of a ski jumping competition in the World Cup circuit?
",100,10,100,50,25
2150,"Who was the first ski jumper ever to win the World Cup 3 times in a row?
",Adam MaÅ‚ysz,Andreas Goldberger,Adam MaÅ‚ysz,Jens Weissflog,Matti NykÃ¤nen
2151,"This former Finnish ski jumper is one of the best in the history of the sport with his five Olympic medals (four Golds), nine World championships medals (five Golds) and 22 Finnish championships medals (13 Golds).
",Matti NykÃ¤nen,Janne Ahonen,Matti NykÃ¤nen,Jens Wessflog,Adam MaÅ‚ysz
2152,"Ski jumpers used to jump with the skis positioned parallelly. Nowadays the skis are V-shaped during the jump. Who introduced this manner of jumping in 1988?
",Jan BoklÃ¶v,Jan BoklÃ¶v,Dieter Thoma,Matti NykÃ¤nen,Jens Weissflog
2153,"Which ski jumper was badly injured in a training session in 2002, but recovered in a month to win 2 gold medals at the Salt Lake City Olympics?
",Simon Ammann,Sven Hannavald,Matti Hautamaeki,Adam MaÅ‚ysz,Simon Ammann
2154,"Why  was the 2005/06 Four Hills Ski Jumping Tournament unique?
",It was won ex equo by Janne Ahonen and Jakub Janda.,It was won ex equo by Janne Ahonen and Jakub Janda.,"The winner, Sven Hannawald, won all four competitions.",The winner was disqualified.,"The winner, Andreas Jacobsen, was the youngest ever in the history of the tournament ."
2155,"On which hill does the World Cup ski jumping season traditionally end?
","Letalnica (formerly Velikanka) in Planica, Slovenia","Letalnica (formerly Velikanka) in Planica, Slovenia","Hollmenkollen in Oslo, Norway","Gross Olympiaschanze in Garmisch-Partenkirchen, Germany","Wielka Krokiew in Zakopane, Poland"
2156,"Which ski jumper broke the world record in ski jump length (239m) in 2005?
",Bjoern Einar Romoeren,Adam MaÅ‚ysz,Janne Ahonen,Bjoern Einar Romoeren,Roar LjÃ¸kelsÃ¸y
2157,"Which statement is true about the British ski jumper Eddie Eagle Edwards?
","He was unfit for the sport, had no financial support, but yet kept on jumping.",He was actually a woman after a sex-change operation.,"He was unfit for the sport, had no financial support, but yet kept on jumping.",He was the first black man in the sport.,He has won the most medals at the Olympics.
2158,"Which hill is called the Mecca of ski jumping?
","Holmenkollen in Oslo, Norway","Letalnica in Planica, Slovenia","Bergisel in Innsbruck, Austria","Okurayama in Sapporr, Japan","Holmenkollen in Oslo, Norway"
2159,"What is the nationality of Adam MaÅ‚ysz, one of the greatest stars of ski jumping?
",Polish,Finnish,German,Polish,Norwegian
2160,"Who was the first Soviet Union pair to win the Winter Olympics?
",The Protopopovs,Mishkatanuk  Dmitriev,Gordeeva  Grinkov,Rodnina  Zaitsev,The Protopopovs
2161,"This figure skater made history in 1998 when he won his second Olympic Gold Medal with a different partner, who was going for her first Olympic Gold. Name the first man to win the Olympics twice with two different partners?
",Artur Dmitriev,Maxim Marinin,Anton Sikharulidze,Artur Dmitriev,Alexei Tikhonov
2162,"Coached by Yao Bin, this Chinese pair team have a lot of firsts under their belts. They were the first Chinese team to stand on the podium at the World Figure Skating Championships, earning silver in 1999. They later became the first Chinese team to medal at the Winter Olympics in 2002, earning the bronze, and in March of 2002 they were the first to win gold at the World Championships. Who are they?
",Xue Shen  Hongbo Zhao,Xue Shen  Hongbo Zhao,None of these,Qing Pang  Jion Tong,Dan  Hao Zhang
2163,"Which pair became the first to do a ratified quadruple twist?
",Julia Obertas  Sergei Slavnov,Julia Obertas  Sergei Slavnov,Dan Zhang  Hao Zhang,Ekaterina Gordeeva  Sergei Grinkov,Xue Shen  Hongbo Zhao
2164,"In January of 2006, Rene Inoue and John Baldwin, Jr. made history at the United States National Championships. What was their historic achievement?
",They successfully executed the first throw triple Axel.,They successfully executed the first throw quadruple Salchow.,They invented a lift never done before.,They successfully executed the first throw triple Axel.,They became the first Japanese-Americans to win the National Championships.
2165,"The first death spiral was performed by this legendary couple.
",The Protopopovs,Kitty  Peter Caruthers,Babilonia  Gardner,Gordeeva  Grinkov,The Protopopovs
2166,"As a child, this male pairs skater skated singles. Upon losing to a younger skater from the same town, he switched to pairs. He later became a 2-time World Champion and Olympic Champion with his partner, after overcoming a near-fatal accident. Who is he?
",Maxim Marinin,Jason Dunjeon,Lloyd Eisler,Maxim Marinin,Peter Caruthers
2167,"Who was the first American pair to win a World Figure Skating Championship Gold Medal?
",Karol  Michael Kennedy,Karol  Michael Kennedy,Kyoko Ina  Jason Dunjeon,Babilonia  Gardner,Kitty  Peter Caruthers
2168,"When was the first ice dance competition held at the World Championships?
",1952,1975,1896,1952,1901
2169,"Which country did the first World Champions in ice dance represent?
",Great Britain,Soviet Union,France,Great Britain,Soviet Union
2170,"In what year did the legendary Jayne Torvil and Christopher Dean win their first World Championship Gold?
",1981,1981,They never won a World Championship.,1984,1982
2171,"Frances Marina Anissina and Gwendal Peizerat are famous for what incredible move?
",A lift in which Marina lifts Gwendal,Dance spin,A lift in which Marina lifts Gwendal,Hydroblade,Twizzles
2172,"A North American team has never won a World Championship Gold Medal in ice dance.
",False,True,False,,
2173,"What bull was commonly referred to as â€œThe Worldâ€™s Most Dangerous Bullâ€?
",Bodacious,Bodacious,Yellow Jacket,Grasshopper,Wolf Man
2174,"What World Champion bull rider had his face crushed by a bull named Bodacious?
",Tuff Hedeman,Jerome Davis,Ty Murray,Lane Frost,Tuff Hedeman
2175,"In the rodeo event called calf roping, riders have a rope woven within their belts. What is it called?
",Jerk line,Jerk line,Piggin string,Tie wrap,Spare rope
2176,"What is the purpose of the piece of rope used by a calf roper?
",It is used to tie the calf.,It makes the horse stop.,It makes the horse back up.,None of these,It is used to tie the calf.
2177,"Which word refers to the bull doggers partner in the rodeo discipline known as steer wrestling?
",Hazer,Header,Hazer,Flanker,Heeler
2178,"What penalty does a barrel racer get for knocking down a barrel?
",5 seconds,10 seconds,20 seconds,Disqualification,5 seconds
2179,"How must the calf be caught in the event known as calf roping?
",With rope only,By tripping it up,None of these,With rope only,By two feet
2180,"Which of these is considered the most common foul in timed roping rodeo events?
",Breaking the barrier,Improper roping,Breaking the barrier,Animal abuse,Improper equipment
2181,"How many ropes is a calf roper allowed to use in the rodeo event calf roping?
",Two,There is no restriction.,Three,Two,One
2182,"What is the primary role of a bullfighter in the rodeo event bull riding?
",Protect the rider from harm,Protect the rider from harm,None of these,Tease the bull,Entertain the audience
2183,"What New York Mets slugger won Rookie of the Year in 1983?
",Darryl Strawberry,George Foster,Darryl Strawberry,David Wright,Mookie Wilson
2184,"When the New York Mets traded Rick Ownbey and Neil Allen to the St. Louis Cardinals in 1983 who did they get in return?
",Keith Hernandez,Ron Darling,Keith Hernandez,Kevin Mitchell,Ray Knight
2185,"Gil Hodges hit the first Mets home run.
",True,False,True,,
2186,"in Game 6 of the 1986 World Series, which hitter was on deck when Mookie Wilson hit that infamous  groundball?
",Howard Johnson,Darryl Strawberry,Howard Johnson,Kevin Elster,Lee Mazzili
2187,"Who was the New York Mets player who hit 3 home runs in one game in the 1999 National League Division Series held at Shea Stadium?
",It never happened.,It never happened.,Carlos Delgado,Darryl Strawberry,Mike Piazza
2188,"In which of these years did the New York Mets qualify for the postseason as the National League Wild Card team?
",1999 and 2000,2000 and 2004,1999 and 2000,2000 and 2003,1999 and 2004
2189,"Which country won the most medals at the 2012 Summer Olympic Games?
",USA,China,Great Britain,Russia,USA
2190,"Which of these disciplines was included for the first time in the Olympic program at the 2012 Summer Olympics?
",womens boxing,womens weightlifting,womens boxing,mens rhythmic gymnastics,womens judo
2191,"Which of the following female swimmers did not set a world record at the 2012 Summer Olympics?
",Elizabeth Beisel,Missy Franklin,Rebecca Soni,Dana Vollmer,Elizabeth Beisel
2192,"In what 2012 Summer Olympics athletics competition did the gold, silver and bronze medals go to Jamaica?
",Mens 200 metres,Womens 400 metres,Mens 100 metres,Mens 200 metres,Womens 100 metres
2193,"What track and field athlete became double Olympic champion at the 2012 Olympic Games in London, taking gold in both the 5000 and 10,000 metres?
",Mo Farah,Mo Farah,Galen Rupp,David Rudisha,Tariku Bekele
2194,"Which of these gymnastics disciplines, contested at the 2012 Olympic Games, was the last to be recognised as an Olympic discipline?
",trampolining,rhythmic gymnastics,artistic gymnastics,They all became Olympic disciplines in the same year.,trampolining
2195,"In the 2012 Summer Olympics, this athlete won four gold and two silver medals, making him the most decorated Olympic athlete for the third Olympics in a row.
",Michael Phelps,Usain Bolt,Missy Franklin,Mo Farah,Michael Phelps
2196,"Which mens national team is NOT correctly matched with the sport in which they won a gold medal in the 2012 Summer Olympics?
",Brazil - indoor volleyball,France - Handball,The USA - basketball,Brazil - indoor volleyball,Football - Mexico
2197,"What member of the British royal family won a silver medal in the 2012 Summer Olympics?
",Zara Phillips,Prince Edward,Prince William,Zara Phillips,Prince Harry
2198,"Some of the swimming events at the 2012 Olympic Games were held in this venue, which also hosts a race every Christmas morning for the Peter Pan Cup.
",the Serpentine,the Serpentine,the English Channel,the Avon,the Thames
2199,"What year did the New England Patriots become a franchise?
",1960,1959,1981,1989,1960
2200,"What was the first logo of the New England Patriots?
",a hat,a head,a banana,a boot,a hat
2201,"What year did the New England Patriots go to their first Super Bowl?
",1986,1994,2001,1975,1986
2202,"Who did New England Patriots play against in their second Super Bowl appearance?
",the Packers,the Rams,the 49ers,the Cowboys,the Packers
2203,"What year did the New England Patriots win their first Super Bowl?
",2001,2003,2006,2000,2001
2204,"Who was the New England Patriots first round pick in 2006?
",Laurence Maroney,Sammy Morris,Laurence Maroney,Richard Seymour,Tom Brady
2205,"Who was the the New England Patriots first round draft pick in 2007?
",Brandon Meriweather,Ellis Hobbs,Jerod Mayo,Randy Moss,Brandon Meriweather
2206,"Who was the New England Patriots first round pick in 2008?
",Jerod Mayo,Daniel Graham,Jerod Mayo,Jason Webster,Tebucky Jones
2207,"What New England Patriots player was named AP Defensive Rookie of the Year for 2008?
",Jerod Mayo,Logan Mankins,Jerod Mayo,Vince Wilfork,Terry Glenn
2208,"Who was the first Super Bowl MVP for the New England Patriots?
",Tom Brady,Drew Bledsoe,Randy Moss,Deion Branch,Tom Brady
2209,"Kobe Bryant said on TNT that he wanted this jersey number as a rookie in the 2006-2007 season.
",24,24,33,12,19
2210,"In what NBA season was Kobe Bryant awarded the regular seasons MVP Award?
",2007-08,2000-01,2007-08,2005-06,1998-1999
2211,"What team did Kobe Bryant get drafted by in 1996?
",Hornets,LA Lakers,Hornets,Nets,Suns
2212,"In 2003, Kobe Bryant tied the NBA record for most three pointers in a game.
",True,False,True,,
2213,"In 2005, Kobe Bryant scored 81 points against the Toronto Raptors.
",False,True,False,,
2214,"How many consecutive NBA championships did Kobe Bryant win with the Lakers in the early 2000s?
",3,2,1,4,3
2215,"What was Kobe Bryants dads nickname?
",Jellybean,Jellybean,Highflyer,Hot Hands,The Philadelphia Prolific
2216,"Who did Kobe Bryant take to his senior prom?
",Brandy Norwood,Brittany Spears,Jessica Simpson,Brandy Norwood,Jessica Alba
2217,"In what year did Kobe Bryant first become a member of the USA Mens Senior Olympics Team?
",2008,2004,1996,2000,2008
2218,"Which of these is Kobe Bryants nickname?
",Black Mamba,Beef,Black Mamba,The Kid,Jellybean
