,Questions,Correct,A,B,C,D
2411,"In what Italian city is Palazzo Gondi located?
",Florence,Salerno,None of these,Florence,Rome
2412,"Which of these mountains is located on the border between Sagarmatha Zone, Nepal, and Tibet, China?
",Mt. Everest,Mt. Everest,Mt. Kenya,Mt. Kilimanjaro,None of These
2413,"Which of these actresses was born on October 28, 1967?
",Julia Roberts,Jennifer Aniston,Julia Roberts,None of These,Kelly Holmes
2414,"What do the initials J.K. stand for in J.K. Rowlings name?
",Joanne Kathleen,Joanne Kathleen,Jamie Karen,None of These,Jennifer Karla
2415,"How many muscles does a cat have in each ear?
",32,46,32,21,None of These
2416,"This actress plays the Red Queen in 2010s Alice in Wonderland and Bellatrix Lestrange in the Harry Potter movies.
",Helena Bonham Carter,None of these,Cameron Diaz,Kristen Stewert,Helena Bonham Carter
2417,"Which of the following is not a French cheese?
",Emmental,Chevrotin,Beaufort,Emmental,Camembert
2418,"Who was the 10th U.S. President?
",John Tyler,William Henry,None of These,James k. Polk,John Tyler
2419,"When did Alexander the Great found the city of Alexandria?
",331 B.C.,428 B.C.,None of these,337 B.C.,331 B.C.
2420,"What was Firestars name before he became clan leader in the Warriors series of books?
",Fireheart,Firestorm,None of these,Fireheart,Firecloud
2421,"Who became ThunderClans medicine cat after Yellowfang died in the book series Warriors?
",Cinderpelt,Moonstare,Darkstripe,None of these,Cinderpelt
2422,"Who is Mothwings brother in the childrens series Warriors?
",Hawkfrost,Hawkfrost,Nectertail,Bushelfur,None of these
2423,"What is the name of Firestars kittypet sister in the Warriors series of books?
",Princess,Blossom,None of these,Snowy,Princess
2424,"Name Firestars best friend who was captured by twolegs in the series Warriors.
",Graystripe,Graystripe,Brambleclaw,Ravenpaw,None of these
2425,"Who is Brambleclaw and Tawneypelts father in the Warriors series of novels?
",Tigerstar,Brackenfur,Oakheart,none of thess,Tigerstar
2426,"Who becomes Deputy when Graystripe does not return in the series Warriors?
",Brambleclaw,None of these,Longtail,Brambleclaw,Squirrelflight
2427,"How many kits do Squirrelflight and Brambleclaw have in the series Warriors?
",3,0,2,1,3
2428,"In the series Warriors, what she-cat from ThunderClan was the WindClan cat, Crowfeather, in love with?
",Leafpool,None of these,Sandstorm,Cinderpelt,Leafpool
2429,"What do Clan-cats call cars in Erin Hunters series Warriors?
",Monsters,Giants,None of these,Monsters,Twoleg machines
2430,"Jethro was Jed Clampetts nephew on the Beverly Hillibillies.
",False,True,False,,
2431,"When Jethro graduated from Potts school on the TV show The Beverly Hillbillies, this character received his diploma.
",Skipper,Skipper,Jetherine,Granny,Shorty
2432,"What was Grannys name on the TV show The Beverly Hillbillies?
",Daisy Moses,Mae Sue West,Daisy Moses,Grandma Moses,Daisy Mae Clampett
2433,"Earl was the name of Jeds dog on the sitcom the Beverly Hillbillies.
",False,False,True,,
2434,"Does Elly May date a navy frogman in some episodes of The Beverly Hillbillies?
",Yes,No,Yes,,
2435,"A running theme during the Beverly Hillbillies series involved the efforts Mr. Drysdale made to keep the Clampetts in Beverly Hills (and their money in his bank). What was the name of Mr Drysdales father-in-law who he tried to fix up with Granny?
",Lowell Farquhar,William S. Hart,Lowell Farquhar,Jerry Scroggins,Shorty Kellums
2436,"What is the name of Mr. Brewsters wife on the TV show The Beverly Hillbillies?
",Edythe,Edythe,Erika,Kate,Louise
2437,"The Giant Jack Rabbit was one the most watched episodes in TV history. What was the Giant Jack Rabbit?
",a kangaroo,a man,a dog,a rabbit,a kangaroo
2438,"What was the name of the restaurant Jethro opened in an episode of The Beverly Hillbillies?
",The Happy Gizzard,Jethros All You Ken Et Buffet,Crawdads and More,Grannys Grits,The Happy Gizzard
2439,"In 2000, Bill Clinton became the first US President to visit this country.
",Vietnam,Iran,Afghanistan,Iceland,Vietnam
2440,"What statement is true about the best-selling novel First Experience written by Japanese author Yume Hotaru?
",It was written entirely on a cell phone.,It was written by a teenager.,It was a graphic novel.,It was written backwards.,It was written entirely on a cell phone.
2441,"Which US President granted a pardon to all former Confederate soldiers?
",Andrew Johnson,Ulysses Grant,Abraham Lincoln,Jefferson Davis,Andrew Johnson
2442,"Which of these companies tried to trademark the sound of their product?
",Harley Davidson,Porsche,Harley Davidson,Leer Jets,Rolex
2443,"Where was Olympic track star Usain Bolt born?
",Jamaica,Brazil,Zimbabwe,Jamaica,USA
2444,"Why were Ikea customers outraged about the companys 2010 catalog?
",The font had been changed to Verdana.,It left out the entire section of table lamps.,None of these,It was 50 pages thinner.,The font had been changed to Verdana.
2445,"Which of the following coaches is known as the all time winningest basketball coach in NCAA history?
",Pat Summit,John Wooden,Bobby Knight,Kay Yow,Pat Summit
2446,"What Greek deity is associated with love and beauty?
",Aphrodite,Ares,Athena,Aphrodite,Apollo
2447,"Which of these Greek deities is associated with wisdom?
",Athena,Zeus,Demeter,Poseidon,Athena
2448,"In Greek mythology, Pan is the god of the underworld.
",False,True,False,,
2449,"Artemis is the goddess of which of the following.
",hunting,none of these,wisdom,hunting,agriculture
2450,"According to Greek mythology, Kronos ate his children.
",True,True,False,,
2451,"Whose cattle did Hermes steal when he was just a day old?
",Apollos,Hephaestuss,Apollos,Demeters,Persephones
2452,"Leto was the mother of Artemis and Apollo.
",True,False,True,,
2453,"Who helped Theseus get out of the labyrinth?
",Ariadne,Ariadne,Andromeda,Agore,Agastus
2454,"How many fates are there according to Greek mythology?
",3,none,5,3,2
2455,"What do Demeter, Hades, Hera, Zeus, Poseidon, and Hestia have in common?
",They are all children of Kronos and Rhea.,Nothing,Both,They all have thrones on Olympus.,They are all children of Kronos and Rhea.
2456,"Who is Rachel Elizabeth Dare according to the series Percy Jackson  the Olympians?
",A mortal who can see through the mist,A daughter of Demeter,A mortal who can see through the mist,"Percys long-lost, half-blood sister",A spirit who guides Percy to the Underworld
2457,"In which book of the Percy Jackson  the Olympians series does Percy set out to find the Golden Fleece?
",The Sea of Monsters,The Battle of the Labyrinth,The Lightning Thief,The Sea of Monsters,The Titans Curse
2458,"Whose daughter is Silena in the series Percy Jackson  the Olympians?
",Aphrodites,Hermes,Athenas,Demeters,Aphrodites
2459,"What is the name of Percys half brother in Percy Jackson  the Olympians?
",Tyson,Charlie,Drew,Maslow,Tyson
2460,"In Percy Jackson  the Olympians, Carter is Annabeths last name.
",False,True,False,,
2461,"What is the name of Percys first stepfather in Percy Jackson  the Olympians?
",Gabe Ugliano,Jared Dorso,Christopher Spotman,Gabe Ugliano,Michael Voger
2462,"Who is Dolores Cartridge in the series Percy Jackson  the Olympians?
",There is no such character.,The demi-god daughter of Athena,Annabeths stepmom,There is no such character.,A camp leader
2463,"In the series Percy Jackson  the Olympians, Lukes sword is called Backbiter.
",True,False,True,,
2464,"Are Zeus, Poseidon, and Hades the Big Three gods according to the series Percy Jackson  the Olympians?
",Yes,No,Yes,,
2465,"What color is the hairbrush that Rachel throws at Luke(with Kronos inside him) ?
",Blue,Blue,Green,Pink,Purple
2466,"Which of the following artists painted Ariadne Abandoned by Theseus?
",Kauffman,Kauffman,Pissarro,Rembrandt,Lippi
2467,"Which of the following artists painted The Madonna of Humility?
",Masaccio,Sebastiano,Masaccio,Couse,Reynolds
2468,"Which Baroque artist painted The Personification of Astrology?
",Guercino,Miller,Durer,Guercino,Cezanne
2469,"What Impressionist painter created Peasant Woman Carrying Two Bundles of Hay?
",Pissarro,Master of the Saint Lucy Legend,Pater,Pissarro,Miller
2470,"Which of the following artists painted Jeanne Pissarro?
",van Rysselberg,Rigaud,Gris,van Rysselberg,Masaccio
2471,"Which of the following painters created Anton Francesco degli Albizzi?
",Sebastiano,Porter,Panini,van Gogh,Sebastiano
2472,"Who painted Casting in the Falls?
",Homer,Homer,Louis,Manet,Lippi
2473,"Which of the following artists painted The Purple Shawl?
",Couse,Zubarran,Kauffman,Leonardo Da Vinci,Couse
2474,"Which of the following artists painted Fantasy View of the Pantheon and other Monuments of Ancient Rome?
",Panini,Feininger,Picasso,Panini,van Ruysdael
2475,"Which of the following artists painted Saint Jerome in His Study?
",Lippi,Homer,Lippi,Louis,Durer
2476,"Which of the following was NOT one of Lord Voldemorts horcruxes?
",The Sword of Gryffindore,The Diary Belonging to him,The Sword of Gryffindore,The Lost Diadem of Ravenclaw,Salazar Slytherins Locket
2477,"Which of the following Harry Potter characters did NOT destroy a horcrux?
",Sirius,Sirius,Ron,Hermione,Neville
2478,"Which of the following characters did NOT die at some point of the Harry Potter series?
",George,Bellatrix,George,Fred,Snape
2479,"What spell is used in the Harry Potter series to make something swell in size?
",Engorgio,Engorgio,Nox,Petrificus Totalus,Wingardium Leviosa
2480,"Which of the following are some of Fred and Georges products in the Harry Potter series?
",Puking Pastilles,Dragon Dunkins,Every Flavor Beans,Bogey Bunsters,Puking Pastilles
2481,"In the Harry Potter series, Dumbledores full name is Albus Percival Wulfic Bilius Dumbledore.
",False,True,False,,
2482,"How many siblings does Molly Weasley have in the Harry Potter series?
",2,5,1,0,2
2483,"All the creators of the Marauders Map have died at some point of the Harry Potter series.
",True,True,False,,
2484,"What was Lily Potters sisters name in the Harry Potter series?
",Petunia,Blossom,Rose,Petunia,Tulip
2485,"Which of Harry Potters parents was in Ravenclaw?
",Neither,Neither,James,Lily,Both
2486,"The phrase Love is blind was coined by Shakespeare and appears in which of the following plays?
",Two Gentlemen of Verona,The Allegory of Mortimer,The Critic,Two Gentlemen of Verona,Hamlet
2487,"Which Shakespearean play gave us the noun leapfrog?
",Henry V,Henry V,Joel III,The Lovers of Chalot,The Days of Geoffrey
2488,"The word birthplace came into the English language via this Shakespearean play.
",Coriolanus,Two Gentlemen of Venice,A Midsummers Nights Sex Comedy,The Jew of Malta,Coriolanus
2489,"The word luggage entered English language via this Shakespearean play.
","Henry IV, Part One","Richard III, Part One","Henry III, Part One","Henry IV, Part One","Henry VII, Part I"
2490,"This Shakespearean comedy gave us the word Puke.
",As You Like It,Tristan and Isolde,As You Like It,King Lear,A Midsummers Nights Dream
2491,"We get the adjective obscene from this Shakespearean play, which starts out with a king and three noblemen vowing to devote themselves to study and avoid women.
",Loves Labor Lost,Loves Labor Lost,To His Coy Mistress,Anthony Adverse,The Tempest
2492,"Queen Elizabeth I asked Shakespeare to write this play, which gave us the term Go-between.
",The Merry Wives of Windsor,"Love Now, Labor in Nine Months",The Merry Wives of Windsor,Everyman,Faustus
2493,"Maggie May was a huge hit song for this singer in 1971.
",Rod Stewart,Ron Stewart,Mick Jagger,Rod Stewart,Al Stewart
2494,"Cecilia was a hit song for this group in the early 1970s.
",Simon  Garfunkel,Uriah Heep,"Blood, Sweat  Tears",Simon  Garfunkel,The Four Tops
2495,"Shannon was a big one hit wonder for this singer in 1976.
",Henry Gross,Henry Gross,Joe Lagalante,Dave Mason,Burton Cummings Jr.
2496,"Beth was a colossal hit song for this group in the 1970s.
",Kiss,Boston,Supertramp,Kiss,Exile
2497,"Luka was a massive hit song for this singer in 1987.
",Suzanne Vega,Lisa Loeb,Suzanne Vega,Samantha Fox,Lisa Stansfield
2498,"Who created the comic-strip FoxTrot in 1988?
",Bill Amend,Bill Watterson,Scott Adams,Bill Amend,Tom Wilson
2499,"Who is the youngest sibling in the comic-strip FoxTrot?
",Jason,Molly,Peter,Jason,Paige
2500,"In 2006, the creator of the FoxTrot comic-strip stopped making a daily publication and switched to a Sunday only format.
",True,True,False,,
2501,"In the comic-strip FoxTrot, what are the names of the kids parents?
",Roger (father); Andy (mother),Ronald (father); Alice (mother),Roger (father); Andy (mother),Ralph (father); Abbie (mother),Richard (father); Anne (mother)
2502,"Jason Fox, from the comic FoxTrot, is very much into video games.
",True,True,False,,
2503,"What kind of unusual animal is Jason Foxs pet in the comic FoxTrot?
",iguana,monkey,sheep,iguana,piranha
2504,"Who is Jasons friend, whom he plays with all the time, in the comic FoxTrot?
",Marcus,Marcus,Wally,Brent,Lippy
2505,"Paige Fox, a character in the comic-strip FoxTrot, has always had a boyfriend.
",False,False,True,,
2506,"Which of the following FoxTrot characters has an exaggerated appetite?
",Peter,Peter,Jason,Paige,Morton
2507,"This is the fear that somewhere in the world, there is a duck watching you.
",Anatidaephobia,Anatidaephobia,Anatadaephobia,Anatidaiphobia,Duckophobia
2508,"This is the fear of laughter.
",Geliophobia,Laughophobia,Hahaphobia,Geliophobia,Lolophobia
2509,"This term refers to the fear of fats in food.
",Lipophobia,Fatophobia,Glycephobia,Lipidophobia,Lipophobia
2510,"This is the fear of having a fear.
",Phobophobia,Phobiphobia,Albuminurophobia,Ferophobia,Phobophobia
2511,"This is the fear of opinions.
",Allodoxaphobia,Piniphobia,Allodoxaphobia,Allodoxiphobia,Opinionophobia
2512,"Which term denotes the fear of going to school?
",Didaskaleinophobia,Coprastasophobia,Classophobia,Skipiphobia,Didaskaleinophobia
2513,"This is the fear of church or going to church
",Ecclesiophobia,Nomophobia,Logophobia,Zemmiphobia,Ecclesiophobia
2514,"Which word means fear of washing or bathing?
",Ablutophobia,Kyphophobia,Cathisophobia,Ablutophobia,Ataxiophobia
2515,"What word is defined as fear of memories.
",Mnemophobia,Dextrophobia,Tachophobia,Mnemophobia,Ablutophobia
2516,"This is the fear of dryness.
",Xerophobia,Rhabdophobia,Hagiophobia,Cainophobia,Xerophobia
2517,"The famous statue of David by Michelangelo was created at the beginning of the 16th century.
",True,True,False,,
2518,"What is the other name of the ancient Greek statue, known as Venus de Milo?
",Aphrodite,The lady Justice Statue,Aphrodite,The Savannah Girl Bird Statue,The Pieta
2519,"The Thinker is a sculpture created by Auguste Rodin.
",True,False,True,,
2520,"What does Michelangelos statue La Pieta depict?
",Virgin Mary holding the body of her son Jesus Christ after his death,None of these,A lady who holds a sword in a one hand and scales in the other,The crucifixion of Christ,Virgin Mary holding the body of her son Jesus Christ after his death
2521,"The Caesar Augustus Bust was made from Carrara marble.
",True,True,False,,
2522,"The flaming passion between Francesca da Rimini and Paolo Malatesta was the inspiration for Auguste Rodins famous statue, The Kiss.
",True,False,True,,
2523,"What city houses Hans Giengs famous statue of Lady Justice?
","Bern, Switzerland","Berlin, Germany","Bern, Switzerland","Paris, France","London, England"
2524,"The Discus Thrower sculpture of Myron was created during the Classical Period (5th to 4th Century BC).
",True,False,True,,
2525,"The Savannah Bird Girl statue achieved fame when it was featured on the cover of what book?
",Midnight in the Garden of Good and Evil,Paradise Lost,Midnight in the Garden of Good and Evil,To Kill a Mocking Bird,The City of Falling Angels
2526,"What actress played Granny on the sitcom The Beverly Hillbillies?
",Irene Ryan,Lana Turner,Emma CoCo,Irene Ryan,Bea Benaderet
2527,"Who played the beautiful Elly May Clampett on the TV show The Beverly Hillbillies?
",Donna Douglas,Grace Kelly,Audrey Hepburn,Pam Anderson,Donna Douglas
2528,"What famous dancer played Jed Clampett on the long-running TV show The Beverly Hillbillies?
",Buddy Ebsen,Jack Haley,Gene Kelly,Donald Oconner,Buddy Ebsen
2529,"Phil Silvers was a guest star on the show The Beverly Hillbillies.
",True,False,True,,
2530,"When did The Beverly Hillbillies air?
",1962-1971,1960-1970,1962-1971,1961-1969,1959-1968
2531,"Name of Mr Drysdales step son on The Beverly Hillbillies who wanted to marry Elly?
",Sonny,Sonny,Sleepy,Robert,Doc
2532,"On January 1, 1984, the Southeast Asian country Brunei proclaimed to be a fully independent state after it regained independence from the United Kingdom. What is the state religion of Brunei?
",Islam,Judaism,Islam,Christianity,Hinduism
2533,"On November 9, 1984, Cesar Chavez, a Mexican American farmer and civil rights activist, made his Commonwealth Club address, What the Future Holds for Farm Workers and Hispanics. Where did he deliver his speech?
",San Francisco,San Francisco,San Diego,Los Angeles,Oakland
2534,"Entrepreneur Mark Zuckerberg was born on May 14, 1984. What did he co-found with his classmates?
",Facebook,Last.fm,Microsoft,Facebook,Twitter
2535,"When was George Orwells novel 1984 published?
",1949,1984,1949,1989,1959
2536,"In 1984, this cleric and activist became the second South African to win the Nobel Peace Prize.
",Desmond Tutu,Desmond Tutu,Kufi Annan,Martin Luther King Jr.,Nelson Mandela
2537,"Which one of the following soccer stars, who were all born in 1984, is not from Europe?
",Carlos Tevez,Arjen Robben,Darren Bent,Carlos Tevez,Cristiano Ronaldo
2538,"Apart from George Orwells novel 1984, which novel by G.K .Chesterton, is set in the year 1984?
",The Napoleon of Notting Hill,The Man Who Was Thursday,The Everlasting Man,Diamonds Are Forever,The Napoleon of Notting Hill
2539,"What team beat Spain 2-0 in the final of the 1984 UEFA European Football Championship, which was held in France?
",France,France,Netherlands,Brazil,England
2540,"In September 1984, Western Australia became the last Australian state to abolish capital punishment. When was it last used in the country?
",1967,1980,1955,1972,1967
2541,"In 1984, Joseph Kettinger became the first person to cross an ocean alone, in a hot air balloon. Which ocean did he cross?
",Atlantic Ocean,Atlantic Ocean,Arctic Ocean,Indian Ocean,Pacific Ocean
2542,"David Livingstone is famous for exploring this continent.
",Africa,America,Asia,Australia,Africa
2543,"In which of these present day countries did David Livingstone die?
",Zambia,Tunisia,Zambia,Australia,Sudan
2544,"Which of these was discovered by David Livingstone?
",All of these,Lake Bangweulu,All of these,Lake Malawi,The Victoria Falls
2545,"What caused David Livingstones death in May 1873?
",Malaria and internal bleeding due to dysentery,Malaria and internal bleeding due to dysentery,Suicide,He was murdered by local African people.,Pneumonia
2546,"David Livingstone wrote about the Niagara Falls: Scenes so lovely must have been gazed upon by angels in their flight.
",False,False,True,,
2547,"David Livingstones meeting with Henry Morgan Stanley gave rise to the popular quote Dr. Livingstone, I presume?.
",True,False,True,,
2548,"David Livingstone was trying to find the source of the Nile River.
",True,False,True,,
2549,"What happened after David Livingstone began his Zambezi Expedition?
",All of these,All of these,The expedition was considered a failure by many.,He reached Lake Malawi.,His wife Mary Livingstone was died from malaria.
2550,"What band recorded the song Dr. Livingstone, I Presume on their album In Search of the Lost Chord?
",Moody Blues,The Eagles,The Rolling Stones,The Beatles,Moody Blues
2551,"From 1971â€“1998 David Livingstones image was portrayed on Â£10 notes.
",True,True,False,,
2552,"This name can refer to a place in Rio de Janiero, a town in Columbia, a famous shrine in Bolivia, a nightclub that opened in New York City in 1940, or a Marx Brothers film.
",Copacabana,Copacabana,Samba  Beach,Caracas,Sugar Loaf
2553,"What was to be the name of the site we know as Amazon.com?
",Cadabra.com,Bookie.com,Bookcrasher.com,Cadabra.com,Openbooks.com
2554,"What is Calixa Lavallee famous for?
",He wrote the music for the Canadian national anthem O Canada.[,She changed her last name to Calista Kay Flockhart and the rest is history.,She invented the Post It Note.,He was the first British soldier killed in The American Revolutionary War.,He wrote the music for the Canadian national anthem O Canada.[
2555,"April 17, 1907 was the busiest day for new immigrants at Ellis Island. How many New Americans came through Ellis Island on that date?
","11,747","5,747","11,747","2,747","8,747"
2556,"On September 30, 1955, California Poly student Donald Gene Turnupseed  was driving a Ford. Why is this important?
",His car killed James Dean.,"Its the opening scene of Its a Mad, Mad, Mad, Mad World.",He was the first person given a breathalyzer test.,Its the opening scene of Psycho.,His car killed James Dean.
2557,"Which statement is true about Samuel Becketts play Breath?
",It lasts about 25 seconds.,It is in  French.,It lasts about 25 seconds.,It lasts about 9 hours.,It has won three awards as a movie script but none as a play.
2558,"What did Abraham Lincoln buy in April, 1860?
",Cocaine,An ax,"A train ticket to Washington, D.C.",His first stove pipe hat,Cocaine
2559,"Who was born Stefani Joanne Angelina Germanotta?
",Lady Gaga,Maria Carey,Lady Gaga,Gwen Stefani,Madonna
2560,"The summer of 1871 was abnormally dry for much of the midwestern US. Why was this significant in US history?
",It is one of the reasons for the second star in the flag of Chicago.,It led to the building of the Hoover Dam.,It led to the Dust Bowl.,It is one of the reasons for the second star in the flag of Chicago.,It led to the Great Depression .
2561,"What was the approximate population of the United States at the time of the first census?
","4,000,000","2,000,000","1,000,000","4,000,000","8,000,000"
2562,"This rock group included Jeff Beck, Jimmy Page, Robert Plant, Paul Schaffer, Nile Rogers, Brian Setzer, Ricky Cool, Kevin ONeil, Robbie Blount, and Andy Silvester. They appeared on SNL and had a #3 hit with a remake of Sea of Love.
",The Honey Drippers,Savoy Brown,The Yardbirds,The Honey Drippers,Cream
2563,"He was the first person to be number one on the FBIs Ten Most Wanted list.
",Thomas James Holden,Peter Walker,Richard Scallia,Thomas James Holden,John Dillinger
2564,"Who was the first person to build a working internal combustion engine?
",Francois I. de Rivaz,Francois I. de Rivaz,James Atkinson,Gottlieb Daimler,Karl Benz
2565,"Who was the first Major League Baseball pitcher to strike out ten consecutive batters?
",Tom Seaver,Ron Davis,Blake Stein,Tom Seaver,Nolan Ryan
2566,"What did Oliver Pollock invent?
",The $ sign,The rubber band,The electric lighthouse,The $ sign,Ovaltine
2567,"In what year were emoticons used for the first time?
",1857,1982,1857,1881,1952
2568,"In 1610 Jean Beguin published Tyrocimium Chymicum. What statement is true about this book?
",It was the first chemistry textbook that did not deal with alchemy.,It was the first book to postulate intelligent design.,It was the first book published in the Western Hemisphere.,It was the first book of lectures given by Sir Isaac Newton.,It was the first chemistry textbook that did not deal with alchemy.
2569,"What is lateral epicondylitis commonly known as?
",Tennis elbow,Golfers elbow,Tennis elbow,Athletes foot.,Shin splints
2570,"Which word refers to the footprint of large animals?
",Pugmarks,Eccrine marks,Pugmarks,Dactolyines,Slor prints
2571,"In 2002 this nation became the first tÐ¾ make euthanasia a non-punishable offense.
",The Netherlands,The Netherlands,Cuba,Brazil,India
2572,"When was the Eighty Years War fought?
",1568-1648,1219-1299,211 bce -136 bce,1568-1648,1705-1785
2573,"What does the word doulocracy mean?
",Rule by slaves,Rule by judges,Rule by the poor,Rule by slaves,Rule by two people
2574,"What statement is true about Jacob Roggeveen?
",He was the first European to land on Easter Island.,He invented the weed wacker.,He invented Minute Rice.,He was the first European to land on what is now Indonesia.,He was the first European to land on Easter Island.
2575,"In 1712, there was a slave rebellion in the USA. Where did it occur?
",New York City,"Gloucester County, Virginia","Harpers Ferry, West Virginia",Philadelphia,New York City
2576,"Charles Dickens was an English novelist of the Victorian era.
",True,False,True,,
2577,"As a child, Charles Dickens worked at a boot-blacking factory.
",True,True,False,,
2578,"Which of these jobs did Charles Dickens work before becoming a popular novelist?
",All of these,All of these,Law clerk,Journalist,Court stenographer
2579,"How many children did Charles Dickens have?
",Ten children,Ten children,One child,Five children,Eight children
2580,"Gads Hill Place was the country home of Charles Dickens.
",True,True,False,,
2581,"Which unfortunate event happened five years before Charles Dickens death?
",Staplehurst train crash,The death of his first-born child,Staplehurst train crash,None of these,The death of his wife Catherine Hogarth
2582,"Which of the following novels was written by Charles Dickens?
",All of these,Great Expectations,The Old Curiosity Shop,All of these,David Copperfield
2583,"Where is the only life-size bronze statue of Charles Dickens located?
","Philadelphia, Pennsylvania","London, England","Philadelphia, Pennsylvania",New York City,"Manchester, England"
2584,"Which of these novels by Charles Dickens was left unfinished?
",The Mystery of Edwin Drood,The Mystery of Edwin Drood,Our Mutual Friend,Great Expectations,A Tale of Two Cities
2585,"Charles Dickens was buried in the Poets Corner of Westminster Abbey.
",True,False,True,,
2586,"Monday Night Football debuted in 1975.
",False,True,False,,
2587,"This show originally aired from 1972 to 1981 and was based on a book called Spencers Mountain by Earl Hamner Jr. It starred Ralph Waite and Ellen Corby among others.
",The Waltons,Little House on the Prairie,Eight is Enough,All In The Family,The Waltons
2588,"This 1970s soap opera followed the lives of the following families: the Abbotts, the Chancellors and the Newmans.
",Young and the Restless,All My Children,One Life to Live,General Hospital,Young and the Restless
2589,"This 1970s show starred Tony Randall and Jack Klugman.
",The Odd Couple,The Odd Couple,The Rockford Files,Mash,Alice
2590,"What was the name of the character portrayed by Ricardo Montalban on Fantasy Island?
",Mr. Roarke,Mr. Roarke,Mr. Smith,Mr. Davies,Mr. Tally
2591,"Lindsay Wagner starred in this 1970s action show.
",The Bionic Woman,Columbo,Chips,Wonder Woman,The Bionic Woman
2592,"Linda Lavin starred in this 1970s comedy show which focused on a mother and her son trying to find a better life for themselves.
",Alice,Partridge Family,Maude,All in the Family,Alice
2593,"From which language do we get the  term flak?
",German,Dutch,Russian,Afrikkan,German
2594,"He was the coach of the first American football team to have numbers on their uniforms.
",Amos Alonzo Stagg,Knute Rockne,George Halas,Amos Alonzo Stagg,Pop Warner
2595,"Who composed the theme from Star Trek?
",Alexander Courage,Gene Leoniff,Alexander Courage,Gene Roddenberry,Alexander Korda
2596,"The United States invaded Russia twice during the Twentieth Century.
",True,False,True,,
2597,"This 62 man was the first U.S. President who suffered from Brights Disease.
",Chester A. Arthur,Abraham Lincoln,James Garfield,Chester A. Arthur,George Washington
2598,"What are Waterloo Teeth?
",False teeth made from teeth extracted from soldiers killed at Waterloo,A French expression for the poorly made scalpels used during the early 19th century,A British expression for the knives used at the Battle of Waterloo,False teeth made from teeth extracted from soldiers killed at Waterloo,Special swords expressly made for Wellingtons soldiers
2599,"Who was the first preacher to become U.S. President?
",James Garfield,Warren G. Harding,Chester A. Arthur,James Garfield,Calvin Coolidge
2600,"The skin of this small, poisonous snake is a main ingredient in making the Polyjuice potion in the Harry Potter series.
",African boomslang,Fer de Lance,African boomslang,Cottonmouth,Peruvian boomslang
2601,"Who invented the padlock?
",Joseph Bramah,Joseph Bramah,Thomas Edison,Nickolai Tesla,Charles Goode
2602,"What statement is true about Annie Moore?
",She was the first new American to enter through Ellis Island.,She was the first new American to enter through Ellis Island.,She was the first female US soldier to die in combat.,She was the first female spy hired by the US government .,"She was Axis Annie, the European equivalent of Tokyo Rose."
2603,"Which of these is the translation of the Latin phrase exitus acta probat?
",The end justifies the means.,Buyer beware,The end justifies the means.,Providence favors our actions.,"As many, one"
2604,"Which list of words came from the Dharug language?
","wallaby, dingo, wombat, koala","alfalfa, borax, kohl, ulima","igloo, husky, anorak, kayak","cooties, abaca, capiz, cogon","wallaby, dingo, wombat, koala"
2605,"Who was the mother of King Henry I of England?
",Matilda of Flanders,Catherine of Navarre,Maria Theresa,Eleanor of Aquitane,Matilda of Flanders
2606,"Who was the first head of the US Weather Bureau?
",Cleveland Abbe,John McGehee,Cleveland Abbe,Kim Ajustar,Charles Freehy
2607,"In what US state is the Tillamook Cheese Factory located?
",Oregon,Minnesota,Idaho,Wisconsin,Oregon
2608,"Who was the first US President to have admittedly slept with a loaded gun under his pillow?
",Franklin D. Roosevelt,Ronald Reagan,Woodrow Wilson,Harry S. Truman,Franklin D. Roosevelt
2609,"In 18th Century France the men of  the Sanson family became famous for this occupation.
",Executioners,Executioners,Pimps,Priests,Revolutionaries
2610,"What statement is true about Isaiah Sellers?
",He was the steamboat captain from whom Samuel Clemens copied the name Mark twain.,He was the steamboat captain from whom Samuel Clemens copied the name Mark twain.,He financed Levi Strauss clothing ventures.,He sold the rifle that Lee Harvey Oswald used to kill President Kennedy.,He was the de facto President of the USA for one day after Harrison died and before Tyler took office.
2611,"What famous American is given credit for inventing the chuckwagon?
",Charles Goodnight,Levi Strauss,Charles Goodnight,John Astor,Henry Ford
2612,"If  two systems are in thermodynamic equilibrium with a third system then they are in thermodynamic equilibrium with each other. Which law is this?
",The Zeroth Law of Thermodynamics,The Zeroth Law of Thermodynamics,The First Law of Thermodynamics,The Third Law of Thermodynamics,The Second Law of Thermodynamics
2613,"Which of these got its name from a racing horses name?
",The lollipop,The pez,The sneaker,The lollipop,The kiosk
2614,"Where did the martial arts form Gatka originate?
",The Punjab area of India,Belgium,The Punjab area of India,The island of  Luzon in the Philippines,Mongolia
2615,"There is a microbe called Chaos chaos.
",True,True,False,,
2616,"From 1832-1835 there was an independent nation called The Indian Stream Republic in what is now New Hampshire.
",True,False,True,,
2617,"He was the first player selected in the first NFL draft in 1936.
",Jay Berwanger,George Halas,Tommy Harmon,Bill Dudley,Jay Berwanger
2618,"This halfback, who had a great college career at Michigan University, was the first player selected in the 1941 draft. His son married Mindy from Mork and Mindy.
",Tom Harmon,Harry Gilmer,Charley Trippi,Bill Dudley,Tom Harmon
