,Questions,Correct,A,B,C,D
1709,"Where are the Panama hats made?
",Ecuador,Argentina,Cuba,Panama,Ecuador
1710,"Kiwi fruit or Chinese Gooseberries came from which country?
",China,Newfoundland,Kiwi,China,New Zealand
1711,"What color is the male purple finch?
",Crimson,Purple,Crimson,Green,Yellow
1712,"The strings for harps and cellos were once made from catgut. Where do we get catgut from?
",Sheep intestines,Cat intestines,Very strong silk,Sheep intestines,None of these
1713,"What was the first name of King George VI?
",Albert,Herman,Albert,King,George
1714,"In what month do Russians celebrate the October Revolution?
",November,January,April,November,October
1715,"What is the camels hair brush made of?
",Squirrel hair,Human hair,Camels hair,Catgut,Squirrel hair
1716,"What animal are the Canary Islands named after?
",Dog,Dog,Cat,Pigeon,Canary
1717,"This romantic comedy, starring Will Smith, was released in 2005.
",Hitch,Ditch,Hitch,Fitch,Gitch
1718,"Ive got an itch, because he ______ my watch. I am never going to find this thief.
",Snitched,Switched,Snitched,Aritched,Stitched
1719,"He was born Gordon Matthew Sumner in Wallsend, Northumberland.
",Sting,Elton John,Sting,Leo Sayer,Travis Tritt
1720,"He was born Vernon Louis Gomez.
",Lefty Gomez,Martin Sheen,John Astin,Che Guevara,Lefty Gomez
1721,"This phrase means, a day during which nothing seems to be going right.
",Bad hair day,Bad hair day,Blind leading the blind,Cut to the Chase,Break A Leg
1722,"This idiom originated from a sorcerer who prepared his magic with his hands over the table and not below, where nothing could be seen and he could easily conceal any trickery.
",Above board,Above board,Apple of my eye,End of story,Across the board
1723,"This expression originates from the Bible. There Jesus tells a story about a man who stored a lot of food for months and years to come. When he finally told himself he had enough, he died. That is why God referred to him as a fool because he stored all the stuff in vain - he could not take it with him in the afterlife.
","Eat, drink, and be merry",Dont Bite the hand that feeds you,"Eat, drink, and be merry",Feeding frenzy,Flesh and blood
1724,"This expression comes from the 17th century when wooden planks were attached to the side of a ship. When a sailor had to go out and fix something outside the ship he was at danger of falling in the water.
",Between the devil and the deep blue sea,Between the devil and the deep blue sea,Fly on the wall,Got out of the wrong side of bed,Burn the midnight oil
1725,"The original version of this idiom was to beat the pistol. It became popular in the early 1900s when it was referred a race before the starter fired the pistol.
",Jump the gun,Off the cuff,Over the top,Go the extra mile,Jump the gun
1726,"The origin of this expression comes from the 9th century. People then paid high taxes and if they did not pay, their nose was cut off.
",Pay through the nose,Hell to pay,Pay on the nail,Pay through the nose,Money is the root of all evil
1727,"This idiom was initiated by popular card games in the past.  It was often used when a throw was out of play or not lying flat; in this case, the throw was considered not valid.
",No dice,Not playing with a full deck,Forty winks,No dice,Dice are cast
1728,"This expression evolved around the 14th century when pins were invented.  Pin makers then offered pins for general sale, only on the 1st and 2nd of January. The upper class women would get an allowance from their husbands to buy pins.
",Pin money,On pins and needles,From pillar to post,Pin money,Ps and Qs
1729,"This expression became popular first among the hedonists of the early 19th century. Opium pipe smoking was fashionable among them.
",Pipe dream,Pipe dream,Plain sailing,Pleased as punch,From pillar to post
1730,"This expression appeared when sea voyages were the only way to travel a great distance. There were women who gave birth on the ship, usually at the forward deck behind the main cannon.
",Son of a gun,Top Notch,Son of a gun,Red herring,The Wave
1731,"This 1985 action movie tells a story about a former prisoner sent on a mission. He falls in love with his Vietnamese partner and when sadistic people kill her, the protagonist wants revenge, while still focusing on his top secret mission.
",Rambo: First Blood Part II,Deer Hunter,Platoon,"Good Morning, Vietnam",Rambo: First Blood Part II
1732,"This 1986 fairy-tale-like movie is about Sarah, who unwillingly babysits her brother. As he keeps on crying, she inadvertently summons the goblins to free her from the boy. After all, they take him away and she has only 13 hours to get her brother back, otherwise he will become a goblin.
",Labyrinth,Labyrinth,Amadeus,Kin-Dza-Dza,Neverending Story
1733,"This 1984 comedy started a successful franchise under which 6 hilarious sequels, an animated TV series and a live-action TV series appeared.
",Police Academy,Raging Bull,Full Metal Jacket,Aliens,Police Academy
1734,"This 1985 release is the first action film starring Schwarzenegger, where the actor shows his sense of humour. The movie is about a retired commando who has just a couple of hours to save his daughter from an exiled dictator. The movie grossed $57 million worldwide.
",Commando,Amadeus,Rambo,Rocky,Commando
1735,"In 1984, when this film was released, it won 8 academy awards -: Best Picture, Best Actor, Best Director, Art Director, Costume Design, Best Make-up, Best Sound and Adapted Screenplay. It tells the story of a classical musicians life.
",Amadeus,The Phantom of the Opera,Amadeus,Savage Messiah,Noi Tre
1736,"Released in 1986, this movie featured Tom Cruise and Val Kilmer, although the latter did not want to take part in the film -- he was forced to participate by contractual obligations.
",Top Gun,Iron Eagle,Top Gun,Indiana Jones and the Last Crusade,Once Upon a Time in America
1737,"In 1984 this film, written by George Lucas, directed by Steven Spielberg and starring Harrison Ford, was criticised for being too violent and scary. When making its sequel, Spielberg apologized for the poor quality of the film.
",Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,Indiana Jones and the Last Crusade,Crocodile Dundee,Raiders of the Lost Ark
1738,"In 1986 when it was released, this movie became number one worldwide at the box office. The name of the animal included in its title was put in quotes for the American public, so that people did not think that the main character was this animal.  (quotes omitted in the answers)
",Crocodile Dundee,The African Elephant,Crocodile Dundee,Crouching Tiger Hidden Dragon,Batman
1739,"In 1982 this Steven Spielbergs sci-fi movie received 4 Oscars: Best Sound Effects Editing, Best Visual Effects, Best Score, and Best Sound. The main characters are three young children who help a space creature return home. So the greater part of the film was deliberately shot from a lower camera angle to enhance a childs point of view.
",E.T. the Extra-Terrestrial,Close Encounters of the Third Kind,E.T. the Extra-Terrestrial,Contact,The Iron Giant
1740,"This movie, starring Michael Keaton, was released in U.S. theaters on June 23, 1989 and soon became the highest grossing movie of the year.
",Batman,X-Man,Batman,Superman,Spider-man
1741,"What was the name of the plumber in The Golden Girls, who brought the ladies the new Standard Lowboy toilet?
",Lou,Larry,Joe,Lou,Lloyd
1742,"What did Stan Zbornak from The Golden Girls lose, while he was travelling to the girls house in his Corvette?
",his toupee,Dorothys ring,his wallet,his hat,his toupee
1743,"How long did Sophias marinara sauce take to make on the sitcom The Golden Girls?
",14 hours,12 hours,6 hours,A whole week,14 hours
1744,"Where did Blanche Devereaux from The Golden Girls work?
",at a museum,at a museum,at a flower shop,in a bar,in a library
1745,"Rose Nylund, one of the main characters in the series The Golden Girls, was from which small town?
",St. Olaf,St. Ives,St. Gustov,St. Weiderfergan,St. Olaf
1746,"This CBS series, which ran from September 1992 to May 1993, was a spin-off from The Golden Girls.
",Golden Palace,Golden Palace,Rusty Anchor,Golden Place,Dorothys Place
1747,"On the sitcom The Golden Girls, after suffering a debilitating stroke, Sophia was put  in which nursing home?
",Shady Pines,The Home,Shady Acres,Shady Pines,Sunny Acres
1748,"On the popular sitcom The Golden Girls, Dorothy and Sophia dress up as which famous couple?
",Sonny and Cher,Ronald and Nancy,Burt and Loni,Sonny and Cher,Anthony and Cleopatra
1749,"What year was Pixars computer-animated film Finding Nemo released?
",2003,2004,2002,2000,2003
1750,"Who voiced Nemos father, Marlin in the animated film Finding Nemo?
",Albert Brooks,Tim Allen,Albert Brooks,Billy Crystal,Nathan Lane
1751,"In Finding Nemo, what nickname was Nemo given during his initiation ceremony in the dentists fishtank?
",Sharkbait,Bubbles,Squirt,Chum,Sharkbait
1752,"In the animated movie Finding Nemo, before it stung her, Dory wanted to make a baby jellyfish her pet and she wanted to call it by what name?
",Squishy,Spike,Squishy,Spot,Fluffy
1753,"What is the name of the pelican that Nemo, and later Marlin and Dory befriend in the film Finding Nemo?
",Nigel,Alistair,Clive,Nigel,Basil
1754,"In the movie Finding Nemo, Crush, the sea turtle, told Marlin he was 150 years old.
",True,True,False,,
1755,"Which one of these actors did NOT lend their voice to a character from Finding Nemo?
",Nathan Lane,Geoffrey Rush,Nathan Lane,Willem Dafoe,John Ratzenberger
1756,"Which of these words were NOT said by Dory, while she was talking in her sleep in Finding Nemo?
","P. Sherman, 42 Wallaby Way, Sydney...","P. Sherman, 42 Wallaby Way, Sydney...",The sea monkey has my money...,Careful with that hammer...,"Yes, Im a natural blue..."
1757,"Which of these was NOT a character in Finding Nemo?
",Sebastian,Chum,Bloat,Anchor,Sebastian
1758,"This character from the film Phenomenon, portrayed by John Travolta, is a man who discovers he has super intelligence, after seeing a bright light on the evening of his 37th birthday.
",George Malley,George Malley,Ted Rhome,Nate Pope,Jimmy Pope
1759,"In this movie, the main character Zack Mayo was portrayed by Richard Gere, after John Travolta turned down the role.
",An Officer and a Gentleman,An Officer and a Gentleman,Runaway Bride,Pretty Woman,Primal Fear
1760,"One of John Travoltas earliest roles was on the television series Welcome Back, Kotter. What was the first name of his character?
",Vinnie,Joey,Arnold,Vinnie,Anthony
1761,"In the film Look Whos Talking, John Travolta plays the part of James Ubriacco, a single man dating a woman with a baby. Who does the voice of baby Mikey, in the movie?
",Bruce Willis,Jim Carey,Danny Devito,John Travolta,Bruce Willis
1762,"John Travolta danced with the late Princess Diana at a White House dinner on 9 November 1985.
",True,True,False,,
1763,"In the film Urban Cowboy, John Travolta plays a cowboy, who frequents which bar in Texas?
",Gilleys,Guitars and Cadillacs,Gilleys,Rusty Spur,Mickeys
1764,"Which actress plays the love interest of John Travoltas character in the film Urban Cowboy?
",Debra Winger,Debra Winger,Piper Laurie,Sissy Spacek,Kirstie Alley
1765,"John Travolta was born in Englewood, New Jersey on what date?
","February 18th, 1954","February 18th, 1950","February 18th, 1949","February 18th, 1960","February 18th, 1954"
1766,"One of the bloodiest events of the century, it cost the lives of 9 million people by its end in 1918.  It was brought about by the expansionist policy of Austria-Hungary, which conflicted with Serbian nationalism.
",World War I,World War I,Korean War,World War II,Vietnam War
1767,"This theory began a revolution in science. Postulated by Einstein, its basis was the identification of gravity with inertia.
",The theory of relativity,The theory of evolution,The theory of gravity,The theory of relativity,The theory
1768,"This was one of the deadliest tragedy of the century.  1,503 passengers and crew died in the North Atlantic, after this ship hit an iceberg on its maiden voyage in 1912.   It was the largest and supposedly the safest vessel in the world at the time.
",Titanic,Titanic,Bismark,The Monitor,Queen Mary
1769,"The first time a woman flew across the Atlantic was in 1928, when she was a passenger on the plane.  Later, in 1932, she did it again, this time she was the pilot.
",Amelia Earhardt,Virgie Ammons,Barbara Askins,Mary Anderson,Amelia Earhardt
1770,"This war was fought in almost every part of the world. More than 50 countries participated and an estimated 40 to 50 million people lost their lives.
",World War II,Iraq War,World War II,The Cold War,Vietnam War
1771,"Its invention revolutionized the intimate lives of many women.  It contains synthetic hormones, which mimic the activity of estrogen and progestin in a womans body.
",The Pill,Vitamin B,The Pill,Vitamin A,Viagra
1772,"Humanity made the gigantic leap to the moon in 1969, when his rocket took off from Kennedy Space Center in Florida.  Four days later, he was walking on the Moon.
",Neil Armstrong,Yuriy Gagarin,Neil Armstrong,Georgi Ivanov,Edwin Aldrin
1773,"This event gathered more than 450 000 people at a pasture in Sullivan County in 1969. Love was free, drugs were freely distributed and people claimed to be open minded.
",Woodstock festival,Love parade,Woodstock festival,Street parade,Rio carnival
1774,"This war took place between 1964 and 1975. The average age of the soldiers who lost their lives was 23.11 years.  Amputations and crippling wounds were 300 percent higher compared to previous wars.
",Vietnam War,Iran-Iraq War,Korean War,Vietnam War,World War II
1775,"Released in 1977, this movie became the most profitable film in the history of Hollywood. It made its director, George Lucas $7 million richer
",Star Wars,The Terminator,James Bond,Star Wars,Wuthering Heights
1776,"What have I ever done to make you treat me so disrespectfully? If youd come to me in friendship, then this scum that ruined your daughter would be suffering this very day. And if by chance an honest man like yourself should make enemies, then they would become my enemies. And then they would fear you.  (1972)
",The Godfather,Goodfellas,The Sopranos,La Cosa Nostra,The Godfather
1777,"We who are about to die salute you. (2000)
",Gladiator,Braveheart,Saving Private Ryan,Gladiator,Platoon
1778,"Do you mean to tell me, Katie Scarlett OHara, that Tara, that land doesnt mean anything to you? Why, land is the only thing in the world worth workin for, worth fightin for, worth dyin for, because its the only thing that lasts.  (1939)
",Gone With the Wind,An American In Paris,Gone With the Wind,Casablanca,My Fair Lady
1779,"Im not looking forward to jumping in after you. But like I said, I dont see a choice. I guess Im kinda hoping youll come back over the rail and get me off the hook here. (1997)
",Titanic,L.A. Confidential,As Good As it Gets,Titanic,Fight Club
1780,"What weve got here is failure to communicate. Some men you just cant reach, so you get what we had here last week which is the way he wants it. Well, he gets it. And I dont like it any more than you men. (1967)
",Cool Hand Luke,One Flew Over the Cuckoos Nest,Cool Hand Luke,An Innocent Man,Female Convict Scorpion: Jailhouse 41
1781,"I coulda had class. I coulda been a contender. I coulda been somebody, instead of a bum, which is what I am, lets face it. (1954)
",On The Waterfront,Racing Blood,On The Waterfront,Napoli è sempre Napoli,Background
1782,"No, Im all man. I even fought in WWII. Of course, I was wearing womens undergarments under my uniform. (1994)
",Ed Wood,Deathwatch,Donnie Brasco,Whats Eating Gilbert Grape,Ed Wood
1783,"First principles, Clarice. Read Marcus Aurelius. Of each particular thing ask: what is it in itself? What is its nature? What does he do, this man you seek?  (1991)
",The Silence of the Lambs,Braveheart,The Silence of the Lambs,The Man Who Shot Liberty Valance,Double Indemnity
1784,"You hear me talkin, hillbilly boy? I aint through with you by a damn sight. Ima get medieval on your ass. (1994)
",Pulp Fiction,Goodfellas,Gangsters,The Sopranos,Pulp Fiction
1785,"This man was not a US President.
",Alexander Hamilton,George Washington,Thomas Jefferson,Alexander Hamilton,John Adams
1786,"This avenue bisects Manhattan Island.
",Fifth Avenue,Seventh Avenue,Fifth Avenue,Fourth Avenue,Sixth Avenue
1787,"The main award of the Venice Film Festival is this.
",Golden Lion,Golden Bear,Golden Dragon,Golden Lion,Golden Palm
1788,"Leukemia is a disease harming this bodily system.
",Immune system,Reproductive system,Immune system,Digestive system,Skeletal system
1789,"One of these novels is written by Gabriel Garcia Marquez.
",One Hundred Years of Solitude,Doctor Zhivago,The Old Man and the Sea,Waiting for Godot,One Hundred Years of Solitude
1790,"This is the total number of bones in the adult human body.
",206,106,306,206,604
1791,"This city is the capital of Armenia.
",Yerevan,Ararat,Yerevan,Tbilisi,Baku
1792,"One of the following collocations is an example of tautology.
",Three-part trilogy,Golden hands,Female masculinity,Awfully beautiful,Three-part trilogy
1793,"Absolute zero is characterised as this temperature.
",âˆ’273.15 Â°C,âˆ’559.67 Â°F,âˆ’459.67 Â°C,âˆ’273.15 Â°C,âˆ’273.15 Â°F
1794,"The number of letters in the Greek alphabet.
",24,24,28,30,26
1795,"The first ever flight of Concorde took place in this year.
",1969,1973,1970,1969,1971
1796,"One of these Yoga terms means truth.
",Satya,Japa,Satya,Drishti,Granthi
1797,"These are the first names of the Wright brothers.
",Orville and Wilbur,Orville and Wilbur,Orville and Gilbert,Wilbur and Gilbert,None of these
1798,"The marriage between Henry VIII and this woman lasted about 6 months.
",Anne of Cleves,Katherine Parr,Anne of Cleves,Kathryn Howard,Jane Seymour
1799,"Peter Deunov is the founder of the Danovism movement and the Universal White Brotherhood. He was born in Bulgaria, but from 1888 to 1895 he studied medicine and theology in this US city.
",Boston,Austin,Boston,New York City,Chicago
1800,"The Great Pyramid of Giza, one of the most famous symbols of Ancient Egypt, is also the tomb of this emperor.
",Khufu,Tutankhamun,Khufu,Thutmose I,Xerxes I
1801,"He was the father of the mythical founders of Ancient Rome -- Romulus and Remus.
",Mars,Jupiter,Mars,Zeus,Servius Tullius
1802,"According to legends, this was the home city of Helen - the woman whose beauty triggered the Trojan War.
",Sparta,Sparta,Corinth,Athens,Miletus
1803,"This Chinese dynasty was founded by Shi Huangdi (which means First Emperor).
",The Qin Dynasty,The Ming Dynasty,The Han Dynasty,The Qin Dynasty,The Tang Dynasty
1804,"The Persian Empire reached its peak under this emperor.
",Darius I,Darius I,Xerxes I,Cambyses II,Amyrtaeus
1805,"Hannibal, best known for his achievements in the Second Punic War, was a politician and military commander of this ancient city.
",Carthage,Athens,Sparta,Rome,Carthage
1806,"The Etruscan civilization, one of the most mysterious ancient civilizations, existed in the territory of this modern country.
",Italy,Greece,Spain,Italy,Romania
1807,"This ancient Babylonian ruler authored the first written laws.
",Hammurabi,Nabonidus,Medes,Hammurabi,Nebuchadnezzar
1808,"The Sumerians called themselves sag-gi-ga, meaning the black-headed people, and named their land ki-en-gir, which meant this.
",Place of the civilized lords,Black land,The land of the gifted,Our land,Place of the civilized lords
1809,"This Roman emperor divided the Roman Empire in two parts, Eastern and Western.
",Diocletian,Diocletian,Augustus,Constantine I,Theodosius I
1810,"Gabrielle, also known as Mademoiselle, claimed to be 10 years younger than she really was.  For more than thirty years, she lived in the Hôtel Ritz in Paris, even during the Nazi occupation.
",Coco Chanel,Vera Wang,Vivienne Westwood,Coco Chanel,Donatella Versace
1811,"This designers family name is one of the most popular names in mainland China. Literally translated, it means king.  She is a Chinese American who grew up in an affluent family.  Before starting her company, she was a senior fashion editor for Vogue magazine and then worked for Ralph Lauren as a design director for two years.
",Vera Wang,Vera Wang,Shiseido,Vivienne Tam,Anna Sui
1812,"This designer had a small shop for leather accessories.  Celebrities like Audrey Hepburn and Jackie Kennedy helped his name become famous.  In 1995 the company introduced the ready-to-wear line which featured sexy clothes, for people who like to live on the edge.
",Gucci,Gianfranco Ferre,Yves Saint Laurent,Gucci,Fendi
1813,"The name of this fashion company is the family name of the founders husband.  In 1965 they teamed up with Karl Lagerfeld, who immediately created the brands inverted logo.  The brand is known for their couture fur collections.
",Fendi,Polo,Armani,Gucci,Fendi
1814,"This is one of the oldest designer brands.  Its founder opened a luggage store in Paris in 1854, but did not get fame and fortune until just after his death.
",Louis Vuitton,Juicy Couture,Gucci,Louis Vuitton,Prada
1815,"In 1992, this company introduced the less expensive Miu Miu collection.
",Prada,Dirk Bickemberg,Prada,Fendi,Victorias Secrets
1816,"This designer is particularly noted for his menswear, but he also introduced a ladies wear line in 1975.  The brand was much popularized by Richard Gere in the title role of American Gigolo.
",Armani,Armani,Von Dutch,Versace,Calvin Klein
1817,"This Milan-based designer company is very popular for their designs in the Hollywood industry, they have designed clothes for Madonna, Monica Bellucci,  Isabella Rossellini, Kylie Minogue, Angelina and others.  The first names of its owners are Domenico and Stefano.  Their first collection was shown in 1986.
",Dolce  Gabbana,Dolce  Gabbana,Versace,Fendi,Prada
1818,"This designer brand was created in 1978 by Gianni, and is currently headed by Donatella.  The products are distributed through a network of 240 exclusive boutiques, over 150 dedicated spaces in major department stores and duty-free areas, as well as a number of multi-brand boutiques in 60 countries.  The company has many brands including Gianni, Versus, Jeans Couture, Ceramic Designs, Classic, Classic V2, Sport, Intensive, Precious Items, Young and Palazzo.
",Versace,Fendi,Levis,Versace,Calvin Klein
1819,"What is the name of the character played by Susan Lucci on the ABC soap opera All My Children?
",Erica Kane,Erica Kane,Babe Chandler,Dixie Cooney Martin,Barbara King
1820,"What is Odontophobia?
",a fear of teeth or dental procedures,a fear of books,a fear of heights,a fear of teeth or dental procedures,a fear of the color yellow
1821,"When people die their hair continues to grow for a couple of months.
",False,True,False,,
1822,"What is the function of the pancreas?
",It produces insulin.,It pumps blood through the blood vessels.,It stores glycogen.,It has no function.,It produces insulin.
1823,"What was the original name of Mario, the protagonist of the Super Mario Bros. video game?
",Jumpman,Jumpman,Springboy,Hopman,Frog Guy
1824,"Who is the author of the legendary Peter Rabbit series of childrens books?
",Beatrix Potter,Judy Blume,Shel Silverstein,Beatrix Potter,Charles Shultz
1825,"It is generally accepted that the game of golf originated in this country.
",Scotland,England,Ireland,Sweden,Scotland
1826,"Which statement regarding the investigative CBS TV program 60 Minutes is true?
",It has no theme music.,It was first aired in 1960.,It was created by Ed Bradley.,It has no theme music.,It has the longest theme song.
1827,"Which of these animals is immune to rattlesnake venom?
",Opossum,Dog,Cat,Opossum,Rat
1828,"Natural gas has no odor.
",True,True,False,,
1829,"The blue rose acts as a clue in which of these movies?
",Twin Peaks: Fire Walk With Me,Twin Peaks: Fire Walk With Me,Se7en,The Birds,Fatal Attraction
1830,"What is the language of flowers called?
",Floriography,Floralgraphy,Flower tongue,Flowerography,Floriography
1831,"Who is credited with the invention of MMs?
",Forrest Mars Sr.,Milton S. Hershey,Forrest Mars Sr.,Leo Hirshfield,Bruce Murries
1832,"Who was the first woman to serve on the U.S. Supreme Court?
",Sandra Day OConnor,Celia Amster,Sandra Day OConnor,Ruth Bader Ginsburg,Ada Mae Wilkey
1833,"When did the first laundromat in the USA open?
",1934,1919,1945,1934,1809
1834,"In what year was the state of California admitted to the Union?
",1850,1850,1789,1805,1880
1835,"Who was the first baseball player to be named rookie of the year?
",Jackie Robinson,Mickey Mantle,Jackie Robinson,Barry Bonds,Babe Ruth
1836,"This dog belonged to the 42nd US President, Bill Clinton.  He was named after an uncle who raised and trained dogs for 50 years before he died.
",Buddy,Enzo,Buddy,Diamond,Feller
1837,"This Yorkshire Terrier became a hero in World War II.  He participated in battles for 18 months.   During that time he flew on 12 combat missions of 22 hours nonstop.
",Smoky,Smoky,Clipper,Centaur Pendragon,Cheyenne
1838,"This puppy was rescued from debris of shattered buildings in Germany during World War I.   He stared in 25 movies including, “Where The North Begins”  (1925).  He signed contracts by himself with his paw print.
",Rin Tin Tin,Rin Tin Tin,Benjy,Lassie,Enzo
1839,"This famous dog is known as a party animal.   He first appeared on the TV screen water skiing, laughing and skateboarding in a 1987 Bud Light beer commercial.
",Spuds MacKenzie,Snoopy,Spuds MacKenzie,Lassie,Goofy
1840,"You may have seen this dog on the comedy series Frasier.  He also appeared on the cover of Life, TV Guide and Entertainment Weekly.
",Eddie,Laika,Fraiser,Eddie,Sparkie
1841,"This dog was the first living being to orbit planet Earth.  She went into space aboard the Soviet Unions Sputnik 2 on November 3, 1957.
",Laika,Goofy,Ch. Bolero Dolce Sinfonia,Laika,Orbits
1842,"A popular family TV series made this dog famous.   Her story began as a short story written for Saturday Evening Post in 1938.
",Lassie,Sassy,Lala,Lucie,Lassie
1843,"Advertising of record label HMV (His Masters Voice) made this dog famous.  It showed the dog listening to his masters gramophone.
",Nipper,Toto,Nipper,Bingo,Rover
1844,"This dog is almost as famous as Shakespeare.  He was mentioned 151 times and the only canine to ever appear in a Shakespearean play.
",Crab,Max,Crab,Thisbe,Pongo
1845,"This german shepherd was Adolf Hitlers favorite dog.  Before Hitler committed suicide using cyanide he tested it on the dog.
",Blondie,Adolf,Quoodle,Nana,Blondie
1846,"Italians may not be the first ones to eat pizzas but they surely were the ones to name it.  The word pizza in its current spelling emerged some time in Middle Ages.  It was used to describe the sweet and salty pies that were very popular among this social class in Italy.
",Aristocracy,Aristocracy,Clergymen,Peasants,Warriors
1847,"In what year was the worlds first pizza parlor built?
",1830,1830,1910,1880,1770
1848,"The man who is believed to have made pizza an international hit is Raffaele Esposito, who in 1889 baked pizzas for King Umberto and Queen Margherita. That pizza consisted of mozzarella, basil and tomatoes. Why did the baker choose these three ingredients?
",Because the colours of the three ingredients were the same as the colours on the Italian flag.,Because the colours of the three ingredients were the same as the colours on the Italian flag.,Because they were the Kings favorites.,Because these were the only ingredients that could be found in Italy at that time.,Because they were his favorites.
1849,"The very first pizza was made in Italy and is considered to be an Italian food.
",False,True,False,,
1850,"Pizza became a total hit all over the USA in ...?
",1950s,1950s,1940s,1960s,1970s
1851,"How many pizzas are eaten in the USA every year on the average?
",Three billion pizzas,Three trillion pizzas,Five million pizzas,Three billion pizzas,Three million pizzas
1852,"Eating pizza once a week can reduce the risk of this disease.
",Cancer,Cancer,Jaundice,Heart attack,Diabetes
1853,"In the beginning of the 21th century, Pizza Hut is reckoned as the largest pizza maker.
",True,True,False,,
1854,"Pizza is the favorite food of these cartoon characters.
",Teenage Mutant Ninja Turtles,The Care Bears,Captain Planet and the Planeteers,Teenage Mutant Ninja Turtles,Swat Kats
1855,"Tuberculosis is an infection, caused by the bacterium Mycobacterium tuberculosis, which most commonly affects the lungs. Among the symptoms of Tuberculosis are fatigue, weakness, coughing and hemoptysis.  What does the term hemoptysis refer to?
",Coughing up blood,Loss of appetite,Frequent urination,Coughing up blood,Night sweats
1856,"Fainting is a loss of consciousness due to temporary insufficient blood flow to the brain. What is he medical term for fainting?
",Syncope,Polyuria,Aura,Aphasia,Syncope
1857,"Cerebral palsy,  first identified by the British surgeon, William Little in 1860, refers to a large group of movement disorders. When the two lower limbs are affected, cerebral palsy is defined by which term?
",Diplegia,Biplegia,Quadriplegia,Hemiplegia,Diplegia
1858,"A transient ischemic attack, or TIA, is caused by temporary disturbance of blood supply to a restricted area of the brain. Could TIA be considered a warning that a cerebrovascular accident (a stroke) is likely to occur?
",Yes,Yes,No,,
1859,"What is the definition of the word Embolus, which comes from a Greek word, meaning a wedge or plug?
","A blood clot, a clump of bacteria or foreign material, that travels through the bloodstream, lodges in a blood vessel and blocks it",A rupture of a blood vessel in the brain,None of these,"A blood clot, a clump of bacteria or foreign material, that travels through the bloodstream, lodges in a blood vessel and blocks it","Inflammation of a joint, accompanied by pain and swelling"
1860,"Magnetic Resonance Imaging (MRI) is a method of creating images of the inside of opaque organs in living organisms, used to distinguish pathological tissue (such as a brain tumor) from healthy tissue.
",True,False,True,,
1861,"This disease, commonly known as Lou Gehrigs disease, occurs when the nerve cells in the brain and spinal cord gradually deteriorate.
",Amyotrophic Lateral Sclerosis,Alzheimers Disease,Amyotrophic Lateral Sclerosis,Multiple Sclerosis,Myasthenia Gravis
1862,"Multiple sclerosis is a chronic disease that affects the brain and spinal cord. Among the various symptoms of the disease is a shock-like sensation that runs down the back and into the legs, and is caused by bending the neck forward. What is the medical term for this symptom?
",Lhermittes sign,Lhermittes sign,Vertigo,Paraplegia,Nystagmus
1863,"What condition is characterized by blindness in one half of the visual field of one or both eyes?
",Hemianopia,Retinopathy,Hemianopia,Macular Degeneration,Glaucoma
1864,"The medical term, Bradycardia refers to an abnormally fast heart rate.
",False,False,True,,
1865,"Tea helps you look good, as it is rich in flavonoids. These are strong antioxidants that fight this.
",Free radicals,Cellulite,Free radicals,Tar in your lungs,Cholesterol
1866,"Tee is a good anti-stress therapy. Flavonoids may prevent oxidation of bad cholesterol in the blood, which leads to accumulation of plaque in artery walls. It also prevents blood clot formation.  Thus, tea is good for this too.
",Heart,Nails,Brain,Heart,Gall-bladder
1867,"Tea is rich in fluoride, so it helps maintain these healthy.
",Teeth,Legs,Eyes,Lungs,Teeth
1868,"Tea is refreshing and stimulating because it contains this.
",Caffeine,Caffeine,Amphetamine,Vitamin K,Nicotine
1869,"Green tea and Oolong tea cause calories to burn faster, and  thus help control this.
",Body weight,Cell formation,Body weight,Blood pressure,Heart rate
1870,"Prepare a tub of diluted, cool tea, add some lemon juice and a pinch of salt. It will help if you have this.
",Tired feet,Achy head,Tired eyes,Tired feet,Swollen wrists
1871,"Five cups of green tea per day could reduce your risks of cancer.  It also promotes this.
",Mental activity,Hearing,Mental activity,Eye sight,Calmness
1872,"As tea inhibits growth of bacteria, it helps fight this.
",Bad breath,Bad breath,Tongue polyps,Dry cough,High fever
1873,"Tea could reduce the risk for gastric, esophageal, and skin types of these.
",Cancers,Polyps,Ulcers,Cancers,Eczemas
1874,"You should not have too much tea;  one side effect could be this.
",Insomnia,Insomnia,Asthma,Blurred eye sight,Hair loss
1875,"For the most part. (adverb)
",basically,basicaly,basiclly,basicly,basically
1876,"The condition or status of a beast. (noun)
",bestiality,beastiallity,bestiality,bestiallyity,beastiality
1877,"Lovely, handsome, pretty.  (adjective)
",beautiful,beautiful,beautyfull,beautyful,beautifull
1878,"One that starts something.  (noun)
",beginner,beginner,begginer,begginner,beginer
1879,"To have a firm faith.  (verb)
",believe,believe,beilieve,bileive,beleive
1880,"Something that indicates a limit.  (noun)
",boundary,bondry,boundry,boundary,boundarie
1881,"Sudden discovery or advance, especially in knowledge.  (noun)
",breakthrough,breatkthru,breakthrough,brakethrough,breakthough
1882,"Very bright or distinguished. (adjective)
",brilliant,brelliant,brilliant,briliant,breliant
1883,"Commercial or mercantile activity.  (noun)
",business,bussines,bussiness,buisness,business
1884,"Depositing in the ground. (verb)
",burying,burying,berying,buring,berring
