,Questions,Correct,A,B,C,D
1017,"After marriage, T. S. Eliot gave up writing his dissertation, and never received his PhD.
",False,True,False,,
1018,"After leaving college in Oxford, T. S. Eliot took a teaching job at Highgate School. There he taught this future British Poet Laureate, documentarian of Metro-land, and self-described poet and hack.
",Sir John Betjeman,Scofield Thayer,James Joyce,Collin Brooks,Sir John Betjeman
1019,"While a student at Harvard, T. S. Eliot befriended this Spanish-born philosopher, essayist, poet, and novelist who wrote in Reason in Common Sense, Those who cannot remember the past, are condemned to repeat it.
",George Santayana,Ezra Pound,Bertrand Russell,Alexis de Tocqueville,George Santayana
1020,"What famous poem by T. S. Eliot was considered offensive and upsetting because of its opening lines describing the dusky sky as a patient etherised upon a table.?
",The Love Song of J. Alfred Prufrock,The Hollow Men,The Love Song of J. Alfred Prufrock,The Waste Land,The Cocktail Party
1021,"First published in 1915, this poem by T. S. Eliot portrays upper class society as quite empty and lonely. Its epigraph is from Marlowes The Jew of Malta-
","..but that was in another country, / And besides, the wench is dead.",Portrait of a Lady,Portrait of a Lady,The Love Song of J. Alfred Prufrock,Sweeney Among the Nightingales
1022,"In 1920, T. S. Eliot published the collection Poems. It included the poem Gerontion. What famous phrase, often used to describe espionage and counter-intelligence, comes from this poem?
",wilderness of mirrors,a tumid river,three trees against a low sky,wilderness of mirrors,this was all folly
1023,"In his book Lies and the Lying Liars Who Tell Them, Al Franken refers to this radio talk show host as a Big Fat Idiot.
",Rush Limbaugh,Sean Hannity,Ed Schultz,Rush Limbaugh,Bill OReilly
1024,"In his book Lies and the Lying Liars Who Tell Them, Franken writes that these two words are Bill OReillys answer to any intelligent liberal comment.
",shut up,wrong again,dream on,no chance,shut up
1025,"Al Franken is critical of this veteran news journalist, famous as managing editor of the Fox News Channel.
",Brit Hume,Brit Hume,Rupert Murdoch,Tony snow,Fred Barnes
1026,"Who is Al Franken talking about when he says, He had us all supporting him and united after 9/11 and then he created a war in Iraq and he will never really have Mission Accomplished?
",George W. Bush,George W. Bush,Dick Cheney,Rush Limbaugh,Bill Clinton
1027,"Why did Al Franken choose to run as a Democrat according to Franken himself?
",They care more about the poor than the Republicans,Ann Coulter will never say she likes me again.,They care more about the poor than the Republicans,Rush is a Republican.,Paul Wellstone would have wanted me to do that.
1028,"What is the name of the church that Rayford Steele, Chloe Steele, Buck Williams and Bruce Barnes are members of in the second novel in the Left Behind series?
",New Hope Village Church,New Hope Christian Church,Hope Christian Church,New Beginnings Church,New Hope Village Church
1029,"Who coined the name Tribulation Force for the group portrayed in the second book of the series Left Behind?
",Chloe,Rayford,Bruce,Chloe,Buck
1030,"Fictional characters Both Buck and Rayford go to work for Nicolae Carpathia in Tribulation Force.
",True,False,True,,
1031,"Hattie Durham becomes romantically involved with which character in Tribulation Force?
",Nicolae,Ken Ritz,Nicolae,Rayford,Buck
1032,"One of the most interesting characters introduced in Tribulation Force is Rabinnacal Scholar Tsion (pronounced Zee-own) Ben-Judah, who made a startling announcement to the whole world that put him and his family in jeopardy. What was his announcement?
",He believed Jesus was the promised Messiah.,He believed Jesus was the promised Messiah.,He believed Nicolae was the Messiah promised in the Torrah.,He believed Nicolae was the Anti-Christ.,He believed Nicolae would unite the world into a glorious utopia.
1033,"Both Rayford and his daughter Chloe are married in Tribulation Force
",True,False,True,,
1034,"The American Military moves against Nicolae in the book Tribulation Force
",True,False,True,,
1035,"Nicolae Carpathia, the main antagonist in the Left Behind series, institutes a one-world religion.
",True,True,False,,
1036,"What stunning announcement does Hattie make near the end of Tribulation Force?
",She is pregnant with Nicolaes child.,Her and Nicolae are getting married.,She is pregnant with Rayfords child.,She is pregnant with Nicolaes child.,She is becoming a Christian.
1037,"Which member of the Tribulation Force dies at the end of the self-titled novel?
",Bruce,Buck,Bruce,Chloe,Rayford
1038,"What was Dick Franciss profession before he became a writer?
",Jockey,Jockey,Pharmacist,Bookmaker,Accounting clerk
1039,"What was the first novel Dick Francis wrote?
",Dead Cert,Nerve,Second Wind,Bolt,Dead Cert
1040,"In what novel by Dick Francis does the popular character Sid Halley first appear?
",Odds Against,Blood Sport,Odds Against,Flying Finish,For Kicks
1041,"Sid Halley, the protagonist of several novels by Dick Francis, is disabled. What is the nature of his disability?
",He has only one hand.,He is deaf.,He has only one hand.,He is a paraplegic.,He is blind.
1042,"Only two Dick Francis characters appear as the protagonist of more than one book. Sid Halley is one of them. Who is the other?
",Kit Fielding,Kit Fielding,William Derry,David Cleveland,Andrew Douglas
1043,"What is the profession of Charles Todd in the novel In the Frame?
",Painter,Pilot,Painter,Architect,Jockey
1044,"How many non-fiction books did Dick Francis write in the 20th century?
",two,three,two,five,none
1045,"Why didnt Dick Francis win the 1956 Grand National when he was a jump jockey for the Queen Mother?
",His horse fell.,He didnt ride in it.,He fell off.,His horse fell.,It wasnt held that year.
1046,"What was the popular rumor that circulated about Dick Franciss books?
",His wife wrote them.,He paid a ghostwriter to write them.,His son wrote them.,His wife wrote them.,They contained subliminal messages.
1047,"What did Dick Francis do after the death of his wife?
",He began collaborating with his younger son Felix.,He began training racehorses.,He began collaborating with his older son Merrick.,None of these,He began collaborating with his younger son Felix.
1048,"The members of the Pretty Committee, described in the novel The Clique, get kicked out of school.
",True,False,True,,
1049,"Kristen Gregory from the book The Clique is rich and always wears designer clothes.
",False,False,True,,
1050,"In the novel The Clique, what school do the members of the Pretty Committee go to?
",OCD,DDR,OCD,WHMS,CCD
1051,"Who is the Pretty Committees second in command in the book The Clique?
",Dylan,None of these,Massie,Dylan,Alicia
1052,"Who comes back with Alicia from Spain in Lisi Harrisons The Clique?
",Nina,Spencer,Nina,None of these,Jose
1053,"What movie does The Clique character Claire get a part in?
",Dial L for Loser,Dial P for Popular,Dial D for Dead,Dial L for Loser,Dial A for Alive
1054,"The Clique protagonist Massie Block has a pet in the book.
",True,False,True,,
1055,"Call me Ishmael.
","th the above line, the narrator of this 1851 novel by Herman Melville laconically introduces himself in the very first sentence, making it one of the best-known opening sentences in English literature.",Moby-Dick,Mardi: And a Voyage Thither,Moby-Dick,Redburn
1056,"There were four of us. 
","is is the beginning of a humorous story of 1889 by Jerome K. Jerome, which has some real-life characters and was initially intended to be a serious work, but ended up one of the most successful comedy books, with a humour that has proven to be fresh and witty even nowadays.",Three Men in a Boat,The Diary of a Pilgrimage,They and I,The Idle Thoughts of an Idle Fellow
1057,"It was a pleasure to burn.
","is popular novel by Ray Bradbury, depicting a fictional world of the near future, is in fact an indirect condemnation of the present and a considerate warning about the forthcoming fate of human society.",Fahrenheit 451,Vanity Fair,The Good Life,Fahrenheit 451
1058,"No one would have believed, in the last years of the nineteenth century, that human affairs were being watched keenly and closely by intelligences greater than mans and yet as mortal as his own; that as men busied themselves about their affairs they were scrutinized and studied, perhaps almost as narrowly as a man with a microscope might scrutinize the transient creatures that swarm and multiply in a drop of water. 
","is is the beginning of this Herbert Wells intense and suspenseful novel, where the existence of the world and human kind has been put in jeopardy.",The War of the Worlds,Little Wars,The Invisible Man,The Chronic Argonauts
1059,"It was the best of times, it was the worst of times. is the beginning of this famous Dickens historical novel, concerning the French Revolution and dealing with some timeless moral issues, such as guilt, treachery and patriotism.
",A Tale of Two Cities,Great Expectations,David Copperfield,Nicholas Nickleby,A Tale of Two Cities
1060,"It can hardly be a coincidence that no language on Earth has ever produced the expression as pretty as an airport.
"," is typical for author Douglas Adams, this 1988 detective novel begins with a humorous and unusual line, grabbing attention from the very first sentence.",The Long Dark Tea-Time of the Soul,The Long Dark Tea-Time of the Soul,The Hitchhikers Guide to the Galaxy,"Life, the Universe and Everything"
1061,"If you really want to hear about it, the first thing youll probably want to know is where I was born, and what my lousy childhood was like, and how my parents were occupied and all before they had me, and all that David Copperfield kind of crap, but I dont feel like going into it, if you want to know the truth. 
","ing one of the most controversial and widely disputed literary works of the 20th century, this novel by J. D. Salinger has been banned several times in the United States for inappropriate and immoral content.",The Catcher in the Rye,The Catcher in the Rye,Franny and Zooey,The Laughing Man
1062,"It is a truth universally acknowledged that a single man in possession of a good fortune must be in want of a wife.
","me the famous Jane Austens novel, beginning with those words, concerning the problems of love and marriage, which was initially entitled First Impressionsâ€?.",Pride and Prejudice,Pride and Prejudice,Lady Susan,Emma
1063,"This happened in 1932, when the state penitentiary was still at Cold Mountain. And the electric chair was there, too, of course.
"," this Stephen King novel, these are the leading character and narrators first words of the story of his life, and the unusual encounter which changes it forever.",The Green Mile,It,Insomnia,The Eyes of the Dragon
1064,"Happy families are all alike; every unhappy family is unhappy in its own way.
","guably the best of his works, Tolstoy severely criticizes the highest circles of Russian society through this tragic love story of two of its members, one of them being Alexei Vronsky.",Anna Karenina ,Anna Karenina,A Confession,The Power of Darkness
1065,"Both in the year when Mark Twain was born and the year when he died, the Halleys Comet passed by Earth.
","ark borrowed his pseudonym from Mississippi riverboat terminology, where calling â€œmark twainâ€? marked safe water.",Samuel Langhorne Clemens,Don Novello,Samuel Langhorne Clemens,Charles Farrar Browne
1066,"This romantic hero is a wealthy gentleman who at first feels superior to Elizabeth Bennet and ignores her. Later, however, he falls in love with her, which is a blow to his pride.
",Mr. Darcy,Colonel Forster,Paul Morel,Mr. Bingley,Mr. Darcy
1067,"This literary character from the only novel of Emily Bronte is passionately and intensely in love with Cathrine Earnshow, but she marries someone else because of her desire for social advancement.
",Heathcliff,Edward Rochester,Arthur Morel,Heathcliff,Roger Chillingworth
1068,"This literary character has an obssessive love affair with Mildred Rogers, a shallow and self-centerd woman he encounters in London.
",Philip Carey,Philip Carey,Dorian Gray,Nick Caraway,Atticus Finch
1069,"This fictional hero falls in love with his employee, the governess Jane Eyre, but their wedding ceremony is interrupted by the announcement that he has a wife who lives in the attic of his manor, Thornfield Hall.
",Edward Rochester,William Lucas,Fitzgerald Darcy,Edward Rochester,Edward Gardiner
1070,"This romantic hero is obsessed with the beautiful Fermina Daza. He waits more than 50 years for her husband to die and declares his love for her.
",Florentino Ariza,Pedro Tercero,Esteban Trueba,Juvenal Urbino,Florentino Ariza
1071,"This mysterious literary hero acquired an immense wealth in order to win back his beloved Daisy, who had married Tom Buchanan.
",Jay Gatsby,Jordan Baker,George Wilson,Jay Gatsby,Nick Caraway
1072,"This American officer, the literary creation of Ernest Hemingway, deserts World War I  and escapes to Switzerland with his beloved Catherine Barkley.
",Frederic Henry,Nick Caraway,Frederic Henry,Jake Barnes,Nick Carter
1073,"This romantic literary character loves passionately Estella, a beautiful girl, brought up by the cold, wealthy and eccentric Miss Havisham.
",Pip,David Copperfield,Pip,Oliver Twist,Wilkins Micawber
1074,"This pragmatic and opportunistic literary hero is attracted by the pretty and coquettish Scarlett OHara.
",Rhett Butler,Oliver Mellors,Rhett Butler,Angel Clare,Gerald Oâ€™Hara
1075,"This literary character, depicted by the Victorian writer Thomas Hardy, escapes with Tess, the woman he loves, although she had committed a murder.
",Angel Clare,Philip Carey,Oliver Mellors,Angel Clare,Alec dUrberville
1076,"In this novel the main character, Rodion Razkolnikov, who lives in St. Petersburg, murders an old pawnbroker and her younger sister, and later, gets overwhelmed by feelings of paranoia and self-loathing.
",Crime and Punishment,War and Peace,Ana Karenina,Sleeping Murder,Crime and Punishment
1077,"In this novel, American millionaire Samuel Edward Ratchett is found stabbed to death during a journey. The case is investigated by detective Hercule Poarot, who is also among the passengers.
",â€˜Murder on the Orient Expressâ€™,â€˜Fatal Visionâ€™,â€˜Murder on the Orient Expressâ€™,â€˜Death Upon the Nileâ€™,â€˜A Carribean Mysteryâ€™
1078,"In the novel â€˜A Study In Scarletâ€™, the word â€˜RACHEâ€™ is written in blood on the wall of a deserted house beside a dead body. Name the literary detective who investigates the case.
",Sherlock Holmes,Sherlock Holmes,Drury Lane,Hercule Poirot,Perry Mason
1079,"In this famous play Claudius murders his brother, the King of Denmark, and marries the widowed Queen Gertrude.
",Hamlet,â€˜The Merchant of Veniceâ€™,King Lear,â€˜The Tempestâ€™,Hamlet
1080,"In this novel, private eye Philip Marlowe is arrested on suspicion of the murder of Terry Lenoxâ€™s wife. After Marlowe is released, he finds out that Terry Lenox, himself, has committed suicide in Mexico. When Marlowe gets home, he finds a cryptic note from Lenox and a $5000 bill.
",â€˜The Long Goodbyeâ€™,â€˜The Purloined Letterâ€™,â€˜The Moving Fingerâ€™,â€˜The Long Goodbyeâ€™,â€˜Playbackâ€™
1081,"In this book, based on a true story, Truman Capote recounts the murders of Herb Clutter, a rich farmer from Kansas, his wife Bonnie, his sixteen-year-old daughter Nancy, and his fifteen-year-old son, Kenyon.
",â€˜In Cold Bloodâ€™,â€˜In Cold Bloodâ€™,â€˜The Glass Keyâ€™,â€˜The Moving Targetâ€™,â€˜Red Harvestâ€™
1082,"In this bestseller, based on a real case and written by Joe McGinnis, Jeffrey MacDonald is accused of killing his pregnant wife and two young daughters.
",â€˜Fatal Visionâ€™,â€˜Red Harvestâ€™,â€˜The Thin Manâ€™,â€˜The Big Knockoverâ€™,â€˜Fatal Visionâ€™
1083,"This author wrote â€˜The Road to Gandolfoâ€™, a story in which the former General MacKenzie Hawkins makes up an outrageous plan to kidnap the Pope and to demand a ransom of $400 million â€“ a dollar for every Catholic in the world.
",Robert Ludlum,Robert Ludlum,Daniel de Silva,Dan Brown,Michael Avallone
1084,"This novel is narrated by the fictional character Frank Chambers, a drifter who stops at a roadside diner and meets â€˜femme fataleâ€™, Cora. After starting an affair, Cora and Frank murder Coraâ€™s husband, Nick Papadakis, who is the owner of the diner.
",â€˜The Postman Always Rings Twiceâ€™,â€˜Death in the Afternoonâ€™,â€˜Woman in the Darkâ€™,â€˜The Partridge Familyâ€™,â€˜The Postman Always Rings Twiceâ€™
1085,"In this novel, written by Agatha Christie, the Banty family discover in their library the dead body of a young woman. Later, the remains of another dead girl are found in a nearby quarry. Which detective investigates the case?
",Miss Jane Marple,Father Brown,Auguste Dupin,Miss Jane Marple,Hercule Poirot
1086,"How many works did Stephen King write under the pseudonym Richard Bachman?
",6,5,3,6,4
1087,"In the horror novel From a Buick 8, strange reptiles crawled out of the trunk of a car.
",False,True,False,,
1088,"What is the name of Jacks werewolf friend in the novel The Talisman?
",Wolf,Wolf,Mike,Harry,Jojo
1089,"What was one of Randall Flaggs nicknames in Stephen Kings novel The Stand?
",the walking dude,the running man,Mutimbo,el diablo,the walking dude
1090,"In Stephen Kings novel The Girl Who Loved Tom Gordon, what position did Tom Gordon play for the Boston Red Sox?
",relief picher,relief picher,shortstop,catcher,right field
1091,"In the novel Dolores Claiborne, what is the name of Dolores Claibornes daughter?
",Selena St. George,Selena Claiborne,Crystal Claiborne,Anita Claiborne,Selena St. George
1092,"What is the name of the mouse in the book The Green Mile?
",Mr. Jingles,Mr. Mousie,Mr. Bojangles,Mr. Delacroix,Mr. Jingles
1093,"In which of the parts that Tolkien originally divided the book in do Aragorn, Gimli, and Legolas decide to go after Merry and Pippin in The Two Towers?
",First,Seventh,Second,Third,First
1094,"In the book Lord of the Rings: The Two Towers,  does Gollum ever decide to be on Frodos side?
",No,Yes,No,,
1095,"In the book, Lord of the Rings: The Two Towers, does Eowyn have romantic interest in Aragorn?
",Yes,No,Yes,,
1096,"Does Aragorn ever really have a doubt about his place on the throne of Gondor In the book, Lord of the Rings: The Two Towers?
",No,No,Yes,,
1097,"Is Wormtongue really sad when he sees the army of Uruk-Hai in the book, Lord of the Rings: The Two Towers?
",Not in the least,Maybe,Yes,A little,Not in the least
1098,"In the book, Lord of the Rings: The Two Towers, does Aragorn fall off of a cliff?
",No,Yes,No,,
1099,"Do the orcs ride wolves in the book, Lord of the Rings: The Two Towers?
",Yes,Yes,No,,
1100,"They hand in hand, with wandering steps  and slow,
",rough Eden took their solitary way is from a work by this author.,John Milton,John Milton,James Joyce,Geoffrey Chaucer
1101,"The Diary of a Madman
",Guy de Maupassant,Edgar Allan Poe,Allen Adler,Guy de Maupassant,Sheridan le Fanu
1102,"Servant of the Bones
",Anne Rice,Agatha Christie,Leo Tolstoy,Anne Rice,James Patterson
1103,"The Hellbound Heart
",Clive Barker,Clive Barker,Edgar Allan Poe,None of these,Richard Matheson
1104,"The Tell-tale Heart
",Edgar Allan Poe,Richard Christian Matheson,none of these,Edgar Allan Poe,Clive Barker
1105,"The Talisman; Black House
",Both,Peter Straub,Both,Neither,Stephen King
1106,"As I Lay Dying
",William Faulkner,Mark Twain,Edgar Rice Burroughs,none of these,William Faulkner
1107,"Battlefield Earth
",None of these,None of these,Henry Kissinger,Tom Robbins,Charles Beaumont
1108,"The Dunwich Horror; The Colour Out of Space; The Dream-Quest of Unknown Kadath
",H.P. Lovecraft,Lord Dunsany,Poppy Z. Brite,C.J. Cherryh,H.P. Lovecraft
1109,"The Devils Dictionary
",Ambrose Bierce,Stephen King,Ambrose Bierce,Beelzebub,Truman Capote
1110,"The Doll Who Ate His Mother
",Ramsey Campbell,Chucky,Ramsey Campbell,Clive Barker,Jack Kerouac
1111,"Which Scottish poet, born in 1759, wrote the famous song Auld Lang Syne which goes like this:
","ould auld acquaintance be forgot,",d never brought to mind?,"ould auld acquaintance be forgot,",d auld lang syne.,Robert Burns
1112,"How old was the prominent English poet John Keats when he died in 1821?
",26 years old,26 years old,56 years old,46 years old,16 years old
1113,"Which one of these plays by English poet and playwright William Shakespeare is not a comedy?
",Macbeth,Macbeth,A Midsummer Nights Dream,Loves Labours Lost,As You Like It
1114,"Which one of these poems was written by American Modernist poet T. S. Eliot and describes his feeling of depression and pessimism about society after World War I?
",The Hollow Men,Childe Harold,The Times They Are a-Changin,The Hollow Men,The Road Not Taken
1115,"This American poet, born in 1874, won the Pulitzer Prize four times and recited his poem The Gift Outright at the inauguration of U.S. President John F. Kennedy.
",Robert Frost,Robert Nesta Marley,Robert Louis Stevenson,Robert Frost,Robert Burns
1116,"Which Anglo-Scottish poet, author of Childe Harolds Pilgrimage, died in Greece where he participated in the fight for the countrys independence?
",George Gordon Byron,Oscar Wilde,George Gordon Byron,William Blake,Walt Whitman
1117,"Which famous work by American poet Henry W. Longfellow was based on the legends of the Ojibway Indians?
",The Song of Hiawatha,Paul Reveres Ride,The Evening Star,The Song of Hiawatha,Evangeline
1118,"Which Norwegian band used William Blakes influential poem The Marriage of Heaven and Hell as lyrics for their 1998 album Themes from William Blakes The Marriage of Heaven and Hell?
",Ulver,Immortal,Isengard,Ulver,Dimmu Borgir
1119,"Which one of these poems from Walt Whitmans masterpiece collection Leaves of Grass was dedicated to U.S. President Abraham Lincoln?
",O Captain! My Captain!,O Captain! My Captain!,Out of the Cradle Endlessly Rocking,Song of Myself,I Sing the Body Electric
1120,"The title of the 2004 movie Eternal Sunshine of the Spotless Mind was taken from the poem Eloisa to Abelard written by which English poet?
",Alexander Pope,Percy Bysshe Shelley,Edgar Allan Poe,Alfred Tennyson,Alexander Pope
1121,"And Richard Cory, one calm summer night,
",nt home and put a bullet through his head.,Edwin Arlington Robinson,Edwin Arlington Robinson,Randall Jarrell,John Berryman
1122,"From my mothers sleep, I fell into the State.
",hunched in its body till my wet fur froze.,"s miles from earth, loosed from its dream of life...",en I died they washed me out of the turret with a hose.,Randall Jarrell,Wallace Stevens
1123,"Success is counted sweetest
", those who never succeed., comprehend a nectar,quires the sorest need.,Emily Dickinson,Hilda Doolittle
1124,"A heap of broken images, where the Sun beats...
",will show you fear in a handful of dust.,T.S. Eliot,T.S. Eliot,Gertrude Stein,Ezra Pound
1125,"I spit upon this dreadful bankers grave
",o shot his heart out in a Florida dawn,ho alas alas,"en will indifference come, I moan  rave", like to scrabble till I got right down,ay down under the grass
1126,"I saw a man pursuing the horizon;
",ound and round they sped., was disturbed at this;, accosted the man.,"t is futile, I said.",ou can never â€”
1127,"I have gone out, a possessed witch, 
","unting the black air, braver at night; ","eaming evil, I have done my hitch ","er the plain houses, light by light: ","nely thing, twelve-fingered, out of mind. ","woman like that is not a woman, quite. "
1128,"I was ten when they buried you.
", twenty I tried to die,"d get back, back, back to you.",thought even the bones would do.,"t they pulled me out of the sack,",d they stuck me together with glue.
1129,"In which book by Mark Twain is Jim a major character?
",Huckleberry Finn,The Celebrated Jumping Frog of Calaveras County,Huckleberry Finn,The Adventures of Tom Sawyer,Puddnhead Wilson
1130,"In which novel does the evil Injun Joe appear?
",The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,A Connecticut Yankee in King Arthurs Court,The Man That Corrupted Hadleyburg,Letters From the Earth
1131,"In which work by Mark Twain do we find Adam and Eve writing their diaries?
",Letters from the Earth,Innocents Abroad,The Mysterious Stranger,Letters from the Earth,The Gilded Age
1132,"Which story features a character named Jim Smiley who was responsible for one of the tallest tales of the Old West?
",The Celebrated Jumping Frog of Calaveras County,Roughing It,Innocents Abroad,The Celebrated Jumping Frog of Calaveras County,At Adams Tomb
1133,"Sir Boss is the protagonist of which novel?
",A Connecticut Yankee in King Arthurs Court,A Connecticut Yankee in King Arthurs Court,Letters from the Earth,Roughing It,The Prince and the Pauper
1134,"Aunt Polly is a character from which book?
",The Adventures of Tom Sawyer,Roughing it,Life on the Mississippi,Huckleberry Finn,The Adventures of Tom Sawyer
1135,"In which novel did Mark Twain- Special Travelling Correspondent of the Alta appear?
",The Innocents Abroad,The Innocents Abroad,Life on the Mississippi,The Damned Human Race,The Gilded Age
1136,"In this novel we find Cal Higbie and Mark Twain celebrating the curious time when the two were millionaires for ten days?
",Roughing It,Life on the Mississippi,Innocents Abroad,The Gilded Age,Roughing It
1137,"In which novel do the Duke and the King do their best to swindle god-fearin folk?
",Huckleberry Finn,A Connecticut Yankee in King Arthurs Court,Huckleberry Finn,A Tramp Abroad,The Mysterious Stranger
1138,"In which story does Danl Webster appear as a leading character?
",The Celebrated Jumping Frog,The Celebrated Jumping Frog,The Prince and the Pauper,Innocents Abroad,Letters from the Earth
1139,"This history play by Shakespeare, focusing on a kings Machiavellian rise to power and subsequent reign of terror, contains the following exchange:
", beast so fierce but knows some touch of pity. ,"t I know none, and therefore am no beast.",Richard III,Henry V,Julius Caesar
1140,"This pastoral comedy contains one of Shakespeares most quoted monologues, which opens with the lines, All the worlds a stage,
",d all the men and women merely players.,As You Like It,The Winters Tale,The Merry Wives of Windsor,As You Like It
1141,"Dying is an art like everything else. I do it so it feels like hell. I do it so it feels real.
",Sylvia Plath,Gregory Corso,Anne Sexton,Emily Dickenson,Sylvia Plath
1142,"I saw the best minds of my generation destroyed by madness, starving, hysterical, naked
",Allen Ginsburg,Maye Swenson,Allen Ginsburg,Gregory Orr,Lawrence Ferlenghetti
1143,"Preface to a Twenty Volume Suicide Note
",Immamu Amiri Baraka,Anne Sexton,Immamu Amiri Baraka,Sylvia Plath,Hart Crane
1144,"Penetrating a Fresh Abyss
","David Payne, Jr.","David Payne, Jr.",Robert Haas,Robert Frost,Edgar Allan Poe
1145,"This is the way they ring the bells in Bedlam
",Anne Sexton,Theodore Roethke,Anne Sexton,T.S. Eliot,Dylan Thomas
1146,"Why talk of beauty? What could be more beautiful than these heroic happy dead who rushed like lions to the roaring slaughter? They did not stop to think--they died instead. Then shall the voice of liberty be mute?
",E. E. Cummings,None of these,Allen Ginsberg,E. E. Cummings,Sharon Olds
1147,"In the desert I saw a creature naked, bestial. Squatting on the ground he held his heart in his hands and ate of it. I asked Is it good, friend? It is bitter--bitter he replied but I like it because it is bitter and because it is my heart.
",Stephen Crane,Stephen Crane,William Carlos Williams,Elizabeth Bishop,Hilda Doolittle
1148,"We are the hollow men. We are the stuffed men. Leaning together-- headpiece filled with straw--alas! Our dried voices when we whisper together are meaningless as wind in dry grass or rats feet over broken glass in our dry cellar....This is the way the world ends not with a bang but a whimper.
",T.S. Eliot,T.S. Eliot,June Jordan,Robert Penn Warren,Stephen King
1149,"The Book of Nightmares
",Galway Kinnel,Galway Kinnel,Gary Snyder,David Bottoms,James Tate
1150,"In the novel Twilight, Bellas dad Charlie buys her an old Chevy truck as a homecoming gift. What colour is it?
",Red,Blue,Silver,Black,Red
1151,"Though it is girls choice, who asks Bella to the spring dance in the book Twilight?
",All of these,Tyler Crowley,Mike Newton,Eric Yorkie,All of these
1152,"In the book Twilight, Edward says he is 17, but admits he has been 17 for a while. In what year was he actually born?
",1901,1917,1901,1801,1918
1153,"Bella, the protagonist of the novel Twilight, is tracked by a vampire intent on killing her. What is his name?
",James,Laurent,George,John,James
1154,"In the novel Twilight, Jasper is the newest member of the Cullen family and the last to adopt their vegetarian diet.
",True,False,True,,
1155,"During his round of questions in the novel Twilight, Edward asks Bella what her favourite gemstone is, to which she immediately answers Topaz, the colour of Edwards eyes. Until recently she would have given a different answer. What did her favourite gemstone use to be?
",Garnet,Ruby,Onyx,Amethyst,Garnet
1156,"In chapter 6 of the novel Twilight, Mike Newton organises a beach trip to this beach.
",First Beach,First Beach,Forks Beach,Forrest Beach,La Push Beach
1157,"In the novel Twilight, Carlisle found Edward whilst working in a hospital in Chicago. What was Edward dying of?
",Spanish Influenza,Tuberculosis,Spanish Influenza,Typhoid Fever,Scarlet Fever
1158,"What game do the Cullens play in the thunderstorm in the novel Twilight?
",Baseball,Basketball,Football,Cricket,Baseball
1159,"In the novel Twilight, who accompanied Bella, when she went to Phoenix to try escape the tracker?
",Alice and Jasper,Esme and Carlisle,Alice and Jasper,Edward and Carlisle,Rosalie and Emmett
1160,"What American hero does Henry Wadsworth Longfellow write about in this poem:
","rough all our history, to the last,"," the hour of darkness, and peril, and need,",e people will waken and listen to hear,e hurrying hoof-beats of that stead,d the midnight message of?
1161,"This poet, who is famous for his use of lowercase letters and word space, wrote the following:
", Just-,ring  when the world is mud,scious the little lamebaloonman,istles,            far
1162,"What is the name of this poem by Edna St. Vincent Millay:
", candle burns at both ends;, will not last the night;,"t ah, my foes, and oh, my friends-", gives a lovely light!?,First Fig
1163,"In 2008, EW.com asked readers for their choice for favorite author of the last 25 years. Which author
",ceived the most votes?,J. K. Rowling,Nora Roberts,J. K. Rowling,John Grisham
1164,"Lestat was made into a vampire by Marius.
",False,False,True,,
1165,"In The Vampire Chronicles Akasha was known as the Mother of all Vampires
",Yes,No,Yes,,
1166,"What is the full name of Bastian, the main character in the book The Neverending Story?
",None of these,Bastian Burrthar Buc,Bastian Benlazar Buz,None of these,Bastian Balzazar Bux
1167,"In Michael Endes novel, The Neverending Story, Bastian stole The Neverending Story from Mr. Smith.
",False,False,True,,
1168,"Atreyu, one of the characters in the book The Neverending Story, is what kind of warrior?
",Greenskin warrior,Greenskin warrior,Orangeskin warrior,Blueskin warrior,Purpleskin warrior
1169,"What is Ygramuls secrete in the fantasy novel, The Neverending Story?
",It has magic poison.,It is afraid of fire.,It is an elfs servant.,"If direct sunlight hits it, it dies.",It has magic poison.
1170,"What kind of dragon is Falkor in Michael Endes novel The Neverending Story?
",A Luck dragon,A Holy dragon,A Mystic dragon,A Luck dragon,A Moon-light dragon
1171,"Where did Atreyus horse die in the fantasy novel, The Neverending Story?
",in the Swamps of Sadness,in the Swamp of Misfortune,None of these,in the Swamp of Death,in the Swamps of Sadness
1172,"In the book The Neverending Story, what kind of creature is Engywook?
",Gnome,Goblin,Gnome,Elf,Troll
1173,"Uyulala, is a character in the novel The Neverending Story, that only speaks in rhymes.
",True,True,False,,
1174,"How many wind giants are there in the book The Neverending Story?
",4,5,3,4,2
1175,"What name does Bastian give to the Childlike Empress in The Neverending Story?
",Moon Child,Moon Child,none of these.,Sun Child,Star Child
1176,"This conservative, aristocratic poet and novelist was the pride of both Scotland and England. His martial poetry was an inspiration during war. What author of â€œWaverlyâ€ penned the following poem?
","und, sound the clarion, fill the fife!"," all the sensual world proclaim,",e crowded hour of glorious life, worth an age without a name.,Sir Walter Scott
1177,"Who wrote these famous lines and in what poem can they be found?
","œBeauty is truth, truth beauty,","at is all ye know on earth, ",d all ye need to know.,Keatsâ€”Ode on a Grecian Urn,Shellyâ€”Ozymandias
