,Questions,Correct,A,B,C,D
1202,"In this year Casablanca premiered at the Hollywood Theater in New York City, Paul McCartney was born, and the St. Louis Cardinals beat the New York Yankees in the World Series.
",1942,1942,1946,1940,1944
1203,"In this year Elvis Presley appeared on the Ed Sullivan show for the third time, the Brooklyn Dodgers moved to L.A., and The Bridge on the River Kwai was released.
",1957,1957,19951,1954,1955
1204,"In this year the New York Jets of the American Football League beat the favored Baltimore Colts of the National Football League 16-7 in Super Bowl III, Butch Cassidy and the Sundance Kid came out, and Stevie Wonder came out with I Dont Know Why.
",1969,1969,1967,1966,1968
1205,"In this year Notre Dame beat UCLA 71-70 in mens college basketball ending the Bruins 88-game winning streak, The Way We Were by Barbra Streisand was the number 1 song, and The Godfather II came out.
",1974,1970,1974,1972,1973
1206,"In this year the U.S.A. upset the Soviet Union in Olympic hockey, Call Me by Blondie was the #1 song, and Star Wars: Episode V - The Empire Strikes Back came out.
",1980,1983,1986,1980,1982
1207,"In this year the Green Bay Packers won the Super Bowl, Foolish Games/You Were Meant for Me by Jewel was the number 2 song, and the movie Titanic came out.
",1997,1992,1999,1995,1997
1208,"In what month are the World Health Day and Buddhas Birthday celebrated?
",April,June,February,September,April
1209,"Patriot Day is celebrated in this month in the USA, in memory of the casualties in the September 11 attacks.
",September,November,August,September,October
1210,"In this month Martin Luther King, Jr. Day is celebrated in the United States and Australia Day is celebrated in Australia.
",January,December,November,February,January
1211,"This is the World Blindness Awareness Month, and Halloween is celebrated on its last day. It is also called Red because of the Russian revolution of 1917.
",October,October,June,November,February
1212,"In this month, Julius Caesar was killed, and International Womens Day and Saint Patricks Day are celebrated.
",March,August,April,June,March
1213,"In this month the USA celebrates its Independence Day.
",July,October,June,April,July
1214,"Napoleon Bonaparte was born in this month, which marks the official end of the Second World War.
",August,February,June,May,August
1215,"Valentines Day is celebrated in this month, which is also Black History Month in Canada and the United States.
",February,February,March,July,May
1216,"In many countries Labor Day is observed in this month, which is also dedicated to the Blessed Virgin Mary in Roman Catholic tradition.
",May,March,May,April,October
1217,"Thermopylae, the site of the historic Battle of Thermopylae, was what type of area?
",It was a narrow pass,It was a narrow pass,It was heavily forested,It was a hilltop,It was a wide open plain
1218,"Which of these statements is true about the Battle of Artemisium?
",It was the naval battle that  took place at Thermopylae,It was the battle where king Darius was defeated,It was the final naval battle that destroyed the Greek fleet,It was the battle before the sacking of Athens,It was the naval battle that  took place at Thermopylae
1219,"In the historic Battle of Thermopylae, who is Ephialtes?
",A greek traitor,A greek hero,A persian hero,A greek traitor,A persian traitor
1220,"When was this headline breaking news:
",o people found murdered outside a condominium on South Bundy Drive in the Brentwood area of Los Angeles.?,"June 13, 1994","June 13, 1994","May 10, 1994","May 13, 1994"
1221,"Who created the concept of the Dark Ages in the 1330s?
",Petrarch,Johan Huizinga,Dorothy Sayers,Petrarch,Flavio Biondo
1222,"What Renaissance humanist historian coined the term Middle Age?
",Flavio Biondo,Leonardo Bruni,Dante,Flavio Biondo,Petrarch
1223,"When did the West Roman Empire cease to exist?
",476 AD,506 AD,458 AD,413 AD,476 AD
1224,"Which of these was the legal successor to the classical Roman Empire?
",The Eastern Roman Empire,The Western Roman Empire,Greece,The Eastern Roman Empire,Italy
1225,"What was the language of science in the ancient world?
",Greek,Sumerian,Egyptian,Latin,Greek
1226,"What period in the Middle Ages marked a renewed interest in Classical Antiquity?
",800 AD,900 AD,800 AD,1000 AD,700 AD
1227,"When did the Christianisation of Germanic tribes begin?
",in the 4th century,in the 5th century,in the 4th century,in the 7th century,in the 6th century
1228,"When did the great migration of the Slavs begin?
",in the 7th century,in the 7th century,in the 9th century,in the 8th century,in the 10th century
1229,"When did Boniface III, the first Bishop of Rome, begin to bear the title Pope?
",607 AD,599 AD,617 AD,601 AD,607 AD
1230,"When did a pandemic, known as the Plague of Justinian, afflict the Byzantine Empire?
",541-542 AD,548-549 AD,527-528 AD,535-536 AD,541-542 AD
1231,"What does the term â€œPaleozoicâ€ mean?
",Ancient life,Recent life,Middle life,Ancient life,Age of ancient life
1232,"What term refers to the raise in biodiversity that occurred during the early Paleozoic era?
",Cambrian Explosion,Biodiversity Boom,None of these,Mass radiation of life,Cambrian Explosion
1233,"Which of the following is not a period of the Paleozoic era?
",Paleogene,Silurian,Permian,Cambrian,Paleogene
1234,"The atmospheric oxygen content during the late Paleozoic era was greater than that of today.
",True,True,False,,
1235,"Which animal is often used as an index fossil for identifying Paleozoic strata?
",Trilobite,Dimetrodon,None of the above,Dinosaur,Trilobite
1236,"The oldest confirmed fossil of a reptile belonged to what animal?
",Hylonomus,Dimetrodon,Westlothiana,Petrolacosaurus,Hylonomus
1237,"The first terrestrial plants evolved during the Silurian period. Which of the following is an example of these primitive floras?
",Cooksonia,None of these,Cooksonia,Archaeopteris,Lepidodendron
1238,"Mammal like reptiles were common by the end of the Paleozoic.
",True,False,True,,
1239,"What event signaled the end of the Paleozoic?
",A large mass extinction at the end of the Permian period,The evolution of the dinosaurs,None of these,The evolution of humans,A large mass extinction at the end of the Permian period
1240,"In which country did the name Gustav originate?
",Sweden,Norway,Sweden,Finland,Denmark
1241,"Which ancient nation is the name Gustav related to?
",Goths,Huns,Scythians,Goths,Vikings
1242,"Gustav has been a common name for Swedish monarchs since the reign of Gustav Vasa or Gustav I.  
"," became king in 1521, after leading the rebellion against King Christian II of this country who controlled most of the Sweden.",Denmark,England,Spain,Denmark
1243,"This Swedish city was founded by Gustav II Adolf, who was known by the Latinized name Gustavus Adolphus and was King of Sweden from 1611 until his death.
",Goteborg,Stockholm,Goteborg,Malmo,Lund
1244,"Charles X Gustav (Karl X Gustaf) was a descendant of the House of Palatinate-ZweibrÃ¼cken. On July 10, 1655, he left Sweden to engage in the Second  Northern War (1655-1660) which started with the occupation of DÃ¼naburg by the Swedes on July 1, 1655. Eventually his armies occupied most of this European country.
",Poland,Prussia,Lithuania,Russia,Poland
1245,"Gustav III of Sweden, a member of a House of Holstein-Gottorp, was assassinated at a midnight masquerade at the Royal Swedish Opera in Stockholm on March 16, 1792. This became the basis of Eugene Scribes libretto for the opera Un Ballo in Maschera (A Masked Ball). Who composed the opera?
",Giuseppe Verdi,Gioachino Rossini,Giuseppe Verdi,Gaetano Donizetti,Giacomo Puccinis
1246,"Gustav IV Adolf of Sweden voluntarily abdicated in the winter of 1808 when Russia invaded Sweden and Denmark declared war. By early 1809 Sweden lost almost a third of the Swedish realm and a quarter of its population to the Russians. The territory which the Russians occupied is in this modern country.
",Finland,Finland,Latvia,Lithuania,Poland
1247,"Gustaf V of Sweden, the last Swedish king to intervene directly in the politics of the country, was also a devoted sportsman, playing in tournaments under the pseudonym Mr G. In 1980, King Gustaf was elected into the International Hall of Fame of this sport.
",Tennis,Chess,Polo,Golf,Tennis
1248,"Most of the powers of the Swedish monarchy died with Gustaf VI Adolf who had two major interests in life besides his country: archeology and this science.
",Botany,Astronomy,Physics,Music,Botany
1249,"King Carl XVI Gustaf ascended to the throne on September 15, 1973, after the death of his grandfather, King Gustaf VI Adolf. Carl XVI Gustaf, who is probably best known as the presenter of the Nobel Prizes,
",blicly admitted to suffer from this condition.,Dyslexia,Hemophilia,Dyslexia,Epilepsy
1250,"Which of these are not characteristic of Gothic architecture?
",dark or brown walls,dark or brown walls,ribbed vaults,flying buttresses,pointed arches
1251,"In which of the following present-day countries was Gothic language spoken?
",Italy,Germany,France,England,Italy
1252,"Hitler, like several conquerors before him, faced the daunting task of crossing the English Channel and invading Britain. Which of the following was the only conqueror to successfully do this?
",William I of Normandy,William I of Normandy,Louis XIV of France,Napoleon,Philip II and the Spanish Armada
1253,"The final German goal of the Battle of Britain was a successful invasion of Britain, but before that the Germans had to achieve this intermediate goal.
",Gaining air superiority over the English channel so that a German invasion fleet could cross the channel protected by the German air force.,Gaining air superiority over the English channel so that a German invasion fleet could cross the channel protected by the German air force.,Destroying the British arms manufacturing industries,Destroying the French underground guerrilla warfare,Defeating the British surface fleet in a great sea battle
1254,"Never in the field of human conflict has so much been owed by so many to so few.â€™ In this famous quote by Winston Churchill who were the few he was referring to?
",British fighter pilots,British military leaders,British fighter pilots,British scientists,Anti-German spies in France and Belgium
1255,"Which of these was an advantage the British had in the Battle of Britain?
",British pilots forced to parachute from damaged planes often landed on friendly territory and could return to action soon afterward.,The British Army was a constant threat to make raids on German supply facilities and bases in France.,The British Navy was able to shoot down many German planes as they flew over the English Channel.,The British had a larger number of fighter planes than the Germans.,British pilots forced to parachute from damaged planes often landed on friendly territory and could return to action soon afterward.
1256,"Which of these countries fought on the side of Britain during the Battle of Britain?
",Canada,Canada,The Soviet Union,the United States,Belgium
1257,"How was Catherine the Great of Russia related to Petar III?
",She was his wife.,She was his cousin,She was his wife.,She was his daughter,She was his sister
1258,"Franz Joseph I reigned as King of Hungary, King of Bohemia and Emperor of Austria.
",True,True,False,,
1259,"What King of England had his nephews put into the Tower of London?
",Richard III,Henry VIII,Richard III,William I the Conqueror,Eduard IV
1260,"How were Napoleon Bonaparte and Napoleon III related?
",Uncle and nephew,They were not related.,Grandfather and grandson,Uncle and nephew,Father and son
1261,"This King of the Franks conquered Italy and was crowned Imperator Augustus on 25 December 800.
",Charles the Great,Wilhelm the Great,Charles the Great,Constantine the Great,Peter the Great
1262,"What English Queen was daughter of Henry VIII and Anne Boleyn?
",Elizabeth I,Catherine II,Louse Elizabeth,Elizabeth I,Anne
1263,"What monarch transformed the Tsardom of Russia into the Russian Empire?
",Peter I the Great,Alexander I (The Blessed),Peter I the Great,Paul I,Constantine I
1264,"What dynasty ruled France before the Capetian dynasty?
",Carolingian dynasty,Hapsburg dynasty,Carolingian dynasty,Merovingian dynasty,Bourbon dynasty
1265,"Frederick I Barbarossa, who was crowned Holy Roman Emperor in 1155, belonged to what royal dynasty?
",Hohenstaufen,Austrian Habsburgs,Hohenstaufen,Spanish Habsburg,German Habsburgs
1266,"What King of France was popularly known as the Sun King?
",Louis XIV,Louis XVI,Louis X,Louis XV,Louis XIV
1267,"What Civil War battle ended on July 3, 1863 with a Union victory?
",Gettysburg,Gettysburg,Appomattox Courthouse,Antietam,Second Bull Run
1268,"What General was named Commander of the UN forces in Korea on July 8, 1950?
",Douglas MacArthur,Douglas MacArthur,Matthew Ridgway,Omar Bradley,George Patton
1269,"What song hit # 1 on the Billboard Charts on July 9, 1955?
",Rock around the Clock,Rock around the Clock,The Twist,Johnny B Good,Teddy Bear
1270,"Who was sworn in as the 13th President on July 10, 1850 following the death of President Zachary Taylor?
",Millard Fillmore,Franklin Pierce,James Buchanan,Millard Fillmore,James Polk
1271,"On July 11, 1804, V.P. Aaron Burr fatally wounded this famous founding father in a duel.
",Alexander Hamilton,Alexander Hamilton,Thomas Jefferson,John Hancock,James Madison
1272,"What city opened the first Worlds Fair in the United States on July 14, 1853?
",New York City,St. Louis,Chicago,New York City,Boston
1273,"What famous department chain closed it last stores on July 17, 1997?
",Woolworths,Woolworths,Burdines,Montgomery Ward,Eckerds
1274,"Who was shot and killed by federal agents on July 22, 1934?
",John Dillinger,Al Capone,Bonnie Parker,John Dillinger,Bugsy Malone
1275,"What federal institution was founded on July 26, 1908?
",FBI,NSA,CIA,FBI,OSS
1276,"What President signed legislation on July 29, 1958 to create NASA?
",Eisenhower,Truman,Eisenhower,Kennedy,Nixon
1277,"What was the original meaning of the term samurai in Japanese language?
",Those who serve in close attendance to nobility,Those who are sons of the warrior dragon,Those who listen to the wind whispering in the trees,Those who follow the way of the sword,Those who serve in close attendance to nobility
1278,"What does the term seppuku, connected with the culture of Japanese samurai, refer to?
",Suicide,Suicide,A vow,Silence kept before a battle,A weapon
1279,"What is the name of the slightly curved single-edged sword used by Japanese samurai warriors?
",Katana,Yari,Katana,Yumi,Teppo
1280,"What Eastern philosophy has greatly influenced the Japanese samurai culture?
",Buddhism,Jainism,Sufism,Zoroastrianism,Buddhism
1281,"Who would arrange the marriage of the Japanese samurai by tradition?
",Someone with the same or higher rank,His parents,The brides parents,Someone with the same or higher rank,He would do it himself
1282,"What is the term for the person who was usually the master of the Japanese samurai?
",Daimyo,Daisho,Daimyo,Wakizashi,Jigai
1283,"Bushido is the philosophy and code of conduct of the Japanese samurai. What does the word Bushido literally mean?
",Way of the warrior,Way of the heart,Way of the warrior,Way of the sword,Way of honor
1284,"What English sailor is believed to be the first Caucasian to receive the honor of becoming a samurai?
",William Adams,Francis Drake,John Smith,John Franklin,William Adams
1285,"In what century is James Clavells samurai novel Shogun set?
",Seventeenth century,Tenth century,Fifteenth century,Seventeenth century,Twelfth century
1286,"The Japanese samurai warriors were mostly illiterate in the past.
",False,True,False,,
1287,"When was the Battle of Antietam fought?
","September, 1862","August, 1862","October, 1862","September, 1862","December, 1862"
1288,"Who was the Union commander at the Battle of Antietam?
",George McClellan,Phil Kearney,Israel Richardson,George Thomas,George McClellan
1289,"Which Union general, wounded in the foot at Antietam, would, within six months time, be the commander of the Army of the Potomac?
",Joe Hooker,John Sedgwick,Ambrose Burnside,Joe Hooker,Samuel Crawford
1290,"How many soldiers - Union and Confederate - were casualties at Antietam?
","23,000","20,000","25,000","23,000","17,000"
1291,"Which of these landmarks would NOT be found on the Antietam battlefield?
",Sherfys Peach Orchard,Sherfys Peach Orchard,West Woods,East Woods,Millers Cornfield
1292,"Who was the Confederate commander at the Battle of Antietam?
",Robert E. Lee,Stonewall Jackson,George B. McClellan,James Longstreet,Robert E. Lee
1293,"How long did the Battle of Antietam last?
",1 day,7 days,5 days,1 day,3 days
1294,"Who served as President of the Confederate States of America at the time of the Battle of Antietam?
",Jefferson Davis,Jefferson Davis,George Davis,Alexander Stephens,George W. Randolph
1295,"Which battle preceded the Battle of Antietam?
",The Second Battle of Bull Run,Battle of Chickamauga,The Second Battle of Bull Run,The Battle of Chancellorsville,The Battle of Gettysburg
1296,"During what century is the King Arthur believed to have lived?
",6th century AD,10th century AD,6th century AD,8th century AD,4th century AD
1297,"The Byzantine period began in this century which also saw the  Valerians massacre of Christians.
",3rd century AD,2nd century BC,6th century AD,3rd century AD,3rd century BC
1298,"Nostradamus, Martin Luther and Elizabeth I of England lived during what century?
",16th century AD,13th century AD,14th century AD,18th century AD,16th century AD
1299,"The first novel ever is believed to have been written in this century by the Japanese Lady Murasaki Shikibu.
",11th century AD,5th century AD,2nd century BC,3rd century AD,11th century AD
1300,"Julius Caesar, Marcus Antonius, and Cleopatra VII of Egypt all lived in this century.
",1st century BC,1st century AD,1st century BC,3rd century AD,3rd century BC
1301,"What century marked the fall of the Western Roman Empire?
",5th century AD,9th century AD,5th century AD,3rd century AD,7th century AD
1302,"During this century, the condom, the land mine and the sandpaper were invented.
",13th century AD,17th century AD,15th century AD,3rd century AD,13th century AD
1303,"In what century were the fountain pen, shaving soap and street lamps invented?
",9th century AD,12th century AD,14th century AD,9th century AD,16th century AD
1304,"In what century did the Black Death kill about one third of the European population?
",14th century AD,4th century AD,14th century AD,8th century AD,10th century AD
1305,"In this century, the decline of the Classical Maya civilization began, and Charlemagne was crowned the first Holy Roman Emperor by Pope Leo III.
",8th century AD,13th century AD,11th century AD,8th century AD,16th century AD
1306,"What does the term Mesozoic mean?
",Middle life,Ancient life,Middle life,Age of ancient reptiles,Recent life
1307,"The base of the Mesozoic is established by what major event in the history of life on Earth?
",A mass extinction 251 million years ago,A mass extinction 251 million years ago,The formation of a super-continent,An increase in biodiversity,None of these
1308,"Oxygen levels during the Mesozoic were lower than todays levels.
",True,True,False,,
1309,"What super-continent began to rift apart during the Mesozoic era?
",Pangaea,Pangaea,Euramerica,Rodinia,None of these
1310,"What marine reptiles evolved during the Triassic period and thrived during much of the Mesozoic era?
",Ichthyosaurs,Ichthyosaurs,Pliosaurs,Plesiosaurs,Dinosaurs
1311,"Ichthyosaurs, plesiosaurs, pliosaurs, moasaurs, are pterosaurs are dinosaurs.
",False,True,False,,
1312,"Which of the following describes the climate of the Triassic period?
",Arid,Temperate,Tropical,None of these,Arid
1313,"Which of the following was a large inland sea that covered much of central North America during the Late Cretaceous period?
",Western Interior Seaway,Atlantic Ocean,Iapetus Ocean,Western Interior Seaway,Hudson Seaway
1314,"What event signalled the end of the Mesozoic era?
",A large mass extinction at the end of the Cretaceous,The evolution of humans,The evolution of flowering plants,None of these,A large mass extinction at the end of the Cretaceous
1315,"Dinosaurs first evolved during the middle Triassic period approximately how many years ago?
",225 million years ago,248 million years ago,190 million years ago,225 million years ago,251 million years ago
1316,"Several hundred specimens of this species of dinosaur were discovered at Ghost Ranch.
",Coelophysis bauri,Coelophysis bauri,Triceratops horridus,Eoraptor lunensis,Tyrannosaurus rex
1317,"Dinosaurs once existed on every continent except Antarctica.
",False,False,True,,
1318,"Name the early reptile creatures that evolved during the late Permian period and eventually gave rise to the dinosaurs and other creatures during the Mesozoic.
",Thecodontians,Thecodontians,Crocodilians,None of these,Dinosauria
1319,"Did all dinosaurs become extinct at the end of the Cretaceous period 65 million years ago?
",No,No,Yes,,
1320,"An incomplete skeleton of this dinosaur was discovered in 1900.
",Tyrannosaurus,Oviraptor,Tyrannosaurus,Albertosaurus,Dynamosaurus
1321,"Tyrannosaurus is more closely related to smaller predatory dinosaurs such as Velociraptor than to the more massive carnosaurs such as Allosaurus.
",True,True,False,,
1322,"What genus of dinosaur contains what could be the largest dinosaur ever?
",Amphicoelias,None of these,Apatosaurus,Brachiosaurus,Amphicoelias
1323,"Did dinosaurs become extinct due to a large asteroid impact?
",No,Yes,No,,
1324,"What does the term Cenozoic mean?
",Recent life,Mammalian life,Ancient life,Recent life,Middle life
1325,"How many epochs is the Cenozoic era divided into?
",7,7,2,None of these,6
1326,"This subcontinent collided with Eurasia 55 million years ago.
",Indian subcontinent,Greenland,Indian subcontinent,None of these,Middle-eastern subcontinent
1327,"Grass did not evolve during the Cenozoic era.
",False,True,False,,
1328,"Horses evolved in North America during the Cenozoic era but became extinct there 10,000 years ago.
",True,False,True,,
1329,"The first true Homo sapiens (human) appeared in Africa about how many years ago?
","250,000 years ago",5 million years ago,"12,000 years ago","250,000 years ago",1 million years ago
1330,"The Messinian salinity crisis occurred when the Mediterranean sea evaporated completely during the Pliocene epoch.
",False,False,True,,
1331,"All recorded historical events occurred during this epoch.
",Holocene,Pliocene,Miocene,Holocene,Pleistocene
1332,"What event signalled the end of the Cenozoic?
",The Cenozoic has not ended.,None of these,The evolution of humans,The Cenozoic has not ended.,A large mass extinction
1333,"What does the term Precambrian mean?
",Before-Cambrian,Middle life,Before-Cambrian,Recent life,Ancient life
1334,"When did the earth form?
",4.5 billion years ago,12 billion years ago,3.8 billion years ago,4.5 billion years ago,250 million years ago
1335,"Where do the oldest rocks on Earth come from?
",The Nuvvuagittuq greenstone belt,Narryer Gneiss Terrane,None of these,The Nuvvuagittuq greenstone belt,Acasta Gneiss
1336,"Approximately what age are the oldest known fossils?
",3.8 billion years old,4.5 billion years old,2.5 billion years old,540 million years old,3.8 billion years old
1337,"About 2.7 billion years ago Stromatolites were widespread in the Precambrian seas and still exist in hypersaline areas such as Shark Bay, Australia.
",True,True,False,,
1338,"The appearance of free oxygen in the atmosphere caused a mass extinction of anaerobic organisms.
",True,True,False,,
1339,"Multicellular organisms evolved during what period of the Mesoproterozoic era?
",Ectasian,Calymmian,Ectasian,Stenian,Ediacaran
1340,"Animals did not evolve during the Precambrian.
",False,True,False,,
1341,"What event signalled the end of the Precambrian?
",The evolution of organisms with hard shells,None of these,The evolution of organisms with hard shells,The Precambrian has not ended,A large mass extinction that occurred 542 million years ago
1342,"What did Benjamin Franklin do in 1752?
",Proved lightning is electricity,Fell and broke his hip,Invented exercise / dance,Stopped publishing Poor Richards Almanac,Proved lightning is electricity
1343,"When did Francis Drake enter San Francisco bay and what country did he claim it for?
",1579 - Britain,1579 - Britain,1536 - France,1603 - Portugal,1610 - Spain
1344,"When did Boston become a settlement and who led it?
",1630 - John Winthrop,1502 - William James,1630 - John Winthrop,1590 - Charles H. Connelly III,1610 - James Kennedy
1345,"Harvard College was founded in what year?
",1636,1790,1802,1636,1785
1346,"Which one happened to the U.S. in 1791?
",Bill of Rights goes into effect,War started with Canada,Bill of Rights goes into effect,1st recorded UFO sighting by an American,Benedict Arnold found guilty of being a traitor
1347,"Which one happened to the U.S. in 1774?
",Rhode Island abolished slavery,Noah Webster publishes his American dictionary,Rhode Island abolished slavery,The Boston Massacre,The Bill of Rights goes into effect
1348,"Which one happened to the U.S. in 1796?
",George Washington gives his farewell address,Nat Turner led slave rebellion in Virginia,Lewis and Clark begin westward survey,George Carlin was born,George Washington gives his farewell address
1349,"The Erie Canal is a canal in New York State, United States, that runs from the Hudson River to Lake Erie, connecting the Great Lakes with the Atlantic Ocean.  The entire canal was opened in which year?
",1825,1904,1800,1825,1862
1350,"Was there a Black Hawk War?
",Yes,No,Yes,,
1351,"When was the first U.S. adhesive postage stamp sold?
",1847,1747,1690,1847,1790
1352,"The lefty, Henry Ford, founded the Ford Motor Company. Finish this quote and find out how he defined quality. 
",ality means doing it right when ___________________________.,...no one is looking.,...everyone is looking.,...you want to.,...no one is looking.
1353,"On what album released in 1986 would I find the following lyrics:
","en I was 17 I did what people told me, ",d what my father said and let my mother mold me,Control - Janet Jackson,True Stories - Talking Heads,Control - Janet Jackson
1354,"This fashionable head accessory was hip from the very beginning of the 80s until their end.
",Headband,Hairpins,Artificial braids,Headband,Artificial comb
1355,"This style dominated both music and fashion in the late 70s and early 80s. The Sex Pistols and The Exploited were just some of bands that had great influence on mens and womens look.
",Punk,Trance,Reggae,House,Punk
1356,"As a popular style in the beginning of the 80s it became somewhat politically bound, these started appearing as common clothing adornments.
",Political and social slogans,Fringes,Artificial stains,Artificial patches,Political and social slogans
1357,"1983 was the year when this style of clothing finally went out of style.
",Disco,Punk,Disco,Reggae,Grunge
1358,"This famous perfume was released in 1985. Its fragrance is made up of coriander, plum, anise, rosewood, rose, tuberose, honey, cinnamon, orange blossom, blackcurrant and red currant with a base of ambergris, laudanum and opoponax.
",Poison,Coco,Obsession,Charlie,Poison
1359,"The style that became popular after the mid 80s includes ragged T-shirts, acid washed and torn jeans, cheap shirts, rubber bracelets, lots of hairspray and neon earrings.
",Grunge,House,Punk,Disco,Grunge
1360,"In 1987 Nike introduced these trainers that enable the wearer to jump higher.
",Air,Cortez,Max 95,BW,Air
1361,"This type of pants became the craze in the mid 80s. They had zippered patch pockets and zippered ankles.
",Parachute pants,Boxers,Parachute pants,Blue jeans,Charlestone
1362,"These trinkets were often sold in a pack of 10-15. They were made of lightweight metal and came in gold, silver or color hues.
",Bangle bracelets,Necklaces,Bangle bracelets,Plastic earrings,Neon rings
1363,"In order to be trendy in the 80s you should do this with your hair.
",Bleach it,Bleach it,Cut it really short,Straighten it,Put it in a bun
1364,"Which nickname did Thomas Jonathan Jackson earn after managing to hold off the Union forces back at Henry House Hill?
",Stonewall,Tom Fool,Stonewall,Old Blue Light,None of these
1365,"General Grant said that the final charge at Cold Harbor was the only action he regretted taking during the war.
",True,False,True,,
1366,"The Civil War produced a number of technical innovations. One of the following was not used in this war.
",Tanks,Mines,Tanks,Submarine,Observation Balloons
1367,"This Union general earned the nickname The Rock of Chickamauga.
",Thomas,Smith,Thomas,Sherman,Rosecrans
1368,"Did the opposing armies often fraternize and call each other Johnny Reb and Billy Yank?
",Yes,Yes,No,,
1369,"Dixie was composed in 1859 by this man.
",Daniel Decatur Emmett,Daniel Decatur Emmett,Jeff Davis,Joel Chandler Harris,Scott Joplin
1370,"He was in command at the critical point in the Battle of Gettysburg?
",Joshua Chamberlain,John Reynolds,Joshua Chamberlain,Winfield Scott Hancock,Dan Sickles
1371,"In what state did pope John Paul II and president Reagan meet in May, 1984?
",Alaska,Hawaii,California,Connecticut,Alaska
1372,"Name the Ohio senator who made an unsuccessful bid for presidency in 1984.
",John H. Glenn Jr.,Reubin OD. Askew,John H. Glenn Jr.,Alan M. Cranston,George S. McGovern
1373,"What company unveiled the unsuccessful PCjr?
",International Business Machines (IBM),Tandy,Apple,Commodore,International Business Machines (IBM)
1374,"What US presidents centennial birthday was celebrated in 1984?
",Harry S Truman (1945-1953),Harry S Truman (1945-1953),Herbert Hoover (1929-1933),Franklin D. Roosevelt (1933-1945),Dwight D. Eisenhower (1953-1961)
1375,"What countrys elections pit Jose Napoleon Duarte against Roberto DAubuisson in the first freely elected presidency of more than 50 years.
",El Salvador,El Salvador,Panama,Guatemala,Ecquador
1376,"Who was the first man to ride the space shuttle into orbit twice?
",John Young,Byron Lichtenberg,Bob Crippen,John Glen,John Young
1377,"Whose visit to South Korea in May of 1984 promoted the tightest security in that nations history?
",Pope John Paul II,Ronald Reagan,Mikhail Gorbachev,Fidel Castro,Pope John Paul II
1378,"What brand of sweetener did G. D. Searle  Co. put on the market in 1983?
",NutraSweet,Equal,Sweet N Low,Splenda,NutraSweet
1379,"In World War II, the Axis and the Allies were the two main rival powers. Which of these countries was not a member of the Axis?
",Greece,Hungary,Italy,Japan,Greece
1380,"Adolf Hitler was the leader of Nazi Germany and the head of which German party?
",National Socialist German Workers party,National Christian-Democratic party,National German Communist party,National Socialist German Workers party,Conservative Peoples party
1381,"What was the aim of The Molotov-Ribbentrop pact, signed on 23 August 1939 between Germany and the Soviet Union?
",Division of the spheres of interest,Mutual economic support,Division of the spheres of interest,A united attack against Great Britain,Creating a Nazi-Soviet Federation
1382,"Until which event did the US remain neutral in the Second World War?
",The Pearl Harbor attack,Operation Barbarossa,The Pearl Harbor attack,The Siege of Leningrad,The battle of Kursk
1383,"Arbeit macht frei was a popular German slogan during World War II, placed mainly on the entrances of which of these?
",German concentration camps,German concentration camps,German factories,German schools,German field hospitals
1384,"This significant battle on the WW II  Eastern front is largely regarded as the largest armed conflict of all time.
",The battle of Kursk,The battle of Leningrad,The battle of Kursk,The battle of Sevastopol,The battle of Moscow
1385,"What happened on D-day, 6th June,1944?
",Operation Overlord started.,Victory over Japan was announced.,Operation Overlord started.,Nazi Germany was declared defeated.,The end of World War II was announced.
1386,"What 1945 conference considered the final plans for the defeat of Germany and postwar Europe?
",Yalta Conference,Yalta Conference,Tehran Conference,Dumburton Oaks Conference,Potsdam Conference
1387,"Where did the official Japanese surrender on 2nd September 1945 take place?
",USS Missouri,Berlin,Potsdam,USS Missouri,"Washington, DC"
1388,"Which organization did the Allies create in 1945 in order to maintain peace after World War II?
",The United Nations,The United Nations,The European Union,The League of Nations,The North-Atlantic Treaty Organisation (NATO)
1389,"Who are the two ancient Greek architects who designed the Parthenon, a temple regarded as one of the worlds greatest cultural monuments.
",Iktinos and Kallikrates,Eugenius and Arcadius,Theodosius and Delos,Iktinos and Kallikrates,Theotokos and Pisisitratus
1390,"What ancient Greek vessel was used to mix wine and water?
",krater,krater,hydria,amphorae,kylix
1391,"This ancient Greek construction, regarded as one the Seven Wonders of the World, was carved by the famed classical sculptor Phidias.
",The Statue of Zeus at Olympia,The Statue of Zeus at Olympia,Hagia Sophia,The Mausoleum of Maussollos at Halicarnassus,The Lighthouse of Alexandria
1392,"What was the name of the ancient Greek wrestling school, which was later used  for delivering lectures and conducting intellectual conversations?
",palaestra,bouleuterion,corycelum,gymnasium,palaestra
1393,"In the ancient Greek society, these women were high-class entertainers, much like the Japanese geisha.
",hetaerae,pallakae,gynaekes,porne,hetaerae
1394,"This ancient Greek, despite having a speech impediment, was one of the greatest orators in his time.
",Demosthenes,Aristonikos,Didymos,Aristarchos,Demosthenes
1395,"This ancient Greek wrote The Histories, a document considered the first work of history in Western literature.
",Herodotus,Herodotus,Diodorus,Xenophon,Thucydides
1396,"This ancient Greek philosopher, a teacher of  Aristotle, was the founder of the Academy in Athens.
",Plato,Parmenides,Democritus,Plato,Socrates
1397,"This ancient Greek playwright was the earliest of the three classical Greek tragedians, the other two being Sophocles and Euripides.
",Aeschylus,Phrynicus,Aeschylus,Choerilus,Aristeas
